# -----------------------------------
# SAS_MoCa Version 1.5.0
# Tue Apr 28 14:05:19 2026
# -----------------------------------
convergence:
thermo:	1
maxcount:	100000
conv_threshold:	4
neg_water_scale:	5
statistics:
scale_MAD_to_std:	False
hist_mincount:	10
# -----------------------------------
datafile:	./POPE_50C_tmp_submission.dat
save-folder:	RES_POPE-example
qrange:	[0.005, 0.6]
model:	LUV_POPE
temperature-init:	400
target-X2:	5
data-binning:	1
error-scale:	1
iterations:	100
processes:	24
plot-only:	False
state:	0
# -----------------------------------
# Collection of the result parameters (medians only) for each iteration.
# -----------------------------------
	Norm	nv	Rv	Z	d_ENX	s_ENX	d_P	s_P	d_CG	s_CG	dD_C	r_D_C	s_CH2	d_CH	s_CH	s_CH3	r_P	r_CG	r12	r32	T	V_H	V_BW	Con	X2
53	1e-07	5.0011965626053705	346.6509314984589	21.518683391237197	3.617098429710733	2.7823787328381746	3.1358519619768717	2.944562051919174	0.7661829718360867	2.246058397981586	30.181549426499096	0.033868746176647674	2.636229364133174	9.228648024179746	2.8	2.824967520748218	0.12869058998716587	0.6022076038293824	0.8507739880542352	1.9238158458249814	50.0	249.50208697119118	30.2358493304194	0.0019508632531809724	17.507928985918827
54	1e-07	5.379350567400618	323.5151805039473	11.782460650122292	3.314503490932549	3.744933449050747	3.399975943995586	1.8525872911766674	0.8931163798472173	2.29993632880354	29.290676833636198	0.03345805605796421	2.7062419564777094	9.46423962448181	2.8	2.611561382606418	0.14472851030495665	0.6357570298308147	0.8821756277230781	2.0148729296136403	50.0	249.37796609726985	30.140286921383453	0.0015309219015090273	22.011030729369928
55	1e-07	5.0765706535568125	361.2175385258409	15.404379730656892	3.498781628621217	3.306592910796561	3.2721236585857825	2.3290753224499356	0.9529926576230605	2.7938365236241354	29.502519767467003	0.032430565584520586	2.6904408630140653	9.520665067006158	2.8	2.8663619913943554	0.168592251996439	0.595444388622174	0.8020073554293601	1.9516795479955156	50.0	264.0956979791903	30.10785193078168	0.0018520224589332382	19.275349609785014
56	1e-07	4.997490247334001	336.0181212998066	20.8370368657423	3.2678093268030364	3.381210561319118	3.0704462065263667	2.468911289973448	0.7867766842181396	2.3370283339125213	30.27578652885481	0.03535383489504945	2.6820483202657264	9.684262729670033	2.8	2.8498674706550537	0.14573749906919495	0.605329278469424	0.809708929439562	1.9667819110267828	50.0	246.04248790376806	30.166083253793794	0.0016696081172600907	20.11149603665659
57	1e-07	5.3234490461705635	312.98934344667003	9.358921167113996	3.2469277982203315	3.51577423472012	3.136802579404657	2.3832954275367557	0.9143828961618846	2.138891782044969	30.176185323885765	0.03541804964875148	2.566797873323477	9.513814486763263	2.8	2.5179086472141488	0.16071176340080026	0.588538632053113	0.7731800563928404	1.9428945122760695	50.0	242.88289745909162	30.196537142048257	0.0017512559081340816	21.22344862353864
58	1e-07	5.267091392113019	332.4227024939636	24.2101766045453	3.3222346291996097	3.841198892026993	2.6108031604656508	2.8241672189346136	0.9362177967954466	2.1257830110485827	30.65632923326245	0.03203851060922999	2.7379538471948877	8.999358192346588	2.8	2.64048808668502	0.14945667387452527	0.5962366801946773	0.8121096660398428	1.908085147706107	50.0	247.99615060494494	30.176103444979784	0.001821186024617172	16.39381253392797
59	1e-07	4.227030206655383	356.09216913839816	25.822493241333365	3.0253697002106112	3.336336522340197	3.616407151101597	2.8874560173819974	1.0427273862730941	1.8155194399299794	30.473237081759414	0.03138751809658113	2.6999316251990013	9.306293885516176	2.8	3.0676754167579645	0.1478149036619308	0.5383514293896373	0.8178311549212155	2.1187106750638303	50.0	245.32728735728702	30.235165656393153	0.0019730687520128493	16.848159345309394
60	1e-07	5.356793957935404	323.9101727690568	14.278476343870693	3.4655388839502534	1.7916165948971448	2.7988794840735594	3.1454665622507876	0.9394301416125905	2.2924327693810085	31.41621031368831	0.0337009125249095	2.6468529381053925	9.416138274388441	2.8	3.0094412279479243	0.14612792335087807	0.5395717170921975	0.8438764500281372	2.0045390435704684	50.0	252.46922741111416	30.30815103881439	0.0017573194685609865	20.023213318149182
61	1e-07	4.721937815176217	334.91775964098355	23.101948370606163	3.2372845867721893	2.795438089682624	3.6528364883747244	2.2775691489678906	0.8072843534642759	1.7675596870197732	30.303351724383383	0.032742195849823005	2.9076408270634686	9.587133539215648	2.8	2.907975057897781	0.14746636883885153	0.5770586281167308	0.7650975201850214	2.0620327962731126	50.0	244.38094787788287	30.208255530814977	0.0018224206558123289	18.76781015542751
62	1e-07	5.075758810231654	340.0514977813363	24.81555103862236	3.355859477133511	2.915821849697908	2.8523463783994183	2.8845288576192365	0.9154178907067122	1.9462583780346403	30.625206915902936	0.035575239954238114	2.675807413026677	9.228676093767408	2.8	3.0584530531359997	0.14866995009672476	0.5866780783324606	0.7665121441428754	1.9830727124771652	50.0	252.32219865750398	30.162157111769037	0.0018583723624504141	18.552183127393715
63	1e-07	5.698041398670101	308.92333640772546	14.685276200164123	3.4602545901548845	1.9277612086893698	3.222102589799993	2.817338143537209	1.0020198214315146	2.3955148565174604	30.03941145643157	0.036064508536026545	2.5208072790825318	9.413911581051604	2.8	2.7808988210616734	0.14292200835311378	0.5741448088652588	0.7969349740571453	1.9549228854167098	50.0	240.72404419652622	30.264061053907227	0.0018404204448216183	21.196929457564476
64	1e-07	6.349827057333989	304.64476958464587	22.22200675817464	3.2293247028311116	2.778782214647279	3.176435685830069	2.5732087564555663	0.9901009735037393	2.4936888293979016	29.522069612387558	0.035686186166841063	2.5400268382791236	9.458006864921973	2.8	2.9629930420693062	0.14816786386545236	0.6117132529327981	0.8025605479746346	1.9788348253596177	50.0	247.42462561644797	30.177192428612486	0.0017930812479821552	22.096849713214475
65	1e-07	4.848169649998795	335.19820509127646	24.45553339618814	3.3811313331581307	3.5814271473688515	3.0712521916462654	2.7411352366753365	1.030410469266185	2.713968236022457	30.358346799108027	0.03444149009877647	2.6288608067125914	9.555387499646127	2.8	2.571275543899975	0.1376180138918283	0.5641548274994156	0.754591251923985	1.9056329282242983	50.0	237.67225001590285	30.286697212154895	0.0017413757938070204	19.336064142053424
66	1e-07	4.987076238972652	332.05325930593943	18.87906638322185	3.2462190618216127	3.231483654470008	3.189354501492098	2.628029615085265	0.8297118813022673	2.255499148411556	30.712675796405808	0.03593696801615823	2.509184106093686	9.646605294559377	2.8	2.44082276102658	0.1383300549664338	0.5730803068903336	0.770738199714135	1.9314761823107627	50.0	246.65792679804593	30.246499209172335	0.0017386059221928293	21.235507260075277
67	1e-07	5.5070890066986	324.80965925804225	17.792156677285213	3.3715651947173497	3.649103338669966	2.815657399570188	2.5941420749992044	0.8661299381490581	2.3563011294634837	30.10058670126201	0.034388145480808804	2.458999090733539	9.6127806493329	2.8	2.743529846187777	0.1453969540588608	0.6208060804439005	0.7855987872354162	1.9207688330216326	50.0	248.91406761262212	30.12305806490066	0.0018469917556893844	18.11235778808473
68	1e-07	4.7536949850572965	339.1720544348045	19.43838767368822	3.5887726686314316	3.679303067518689	3.71148209774012	2.2473816904621033	0.8797700756234642	1.9589825680159239	29.458129108834292	0.030949703576677104	2.66486895645423	8.85870995934008	2.8	3.0572767883320715	0.13892992718476355	0.5964756508763374	0.7180596894212203	1.9471188033318034	50.0	237.86288425352953	30.22903189302037	0.001702677252242883	16.800103336086707
69	1e-07	5.183319035392135	323.4486713715633	21.190965898579545	3.4156646514139193	3.1378741731820505	3.216082390351362	2.5441045650846807	1.051546601907342	2.059885121589792	30.25582223934629	0.03623684945411758	2.7504930744173923	9.530088852812067	2.8	2.6596657650452276	0.14181345719686214	0.5751519675376137	0.9187776033722942	2.043136409749125	50.0	244.41327241546878	30.238519569894557	0.0016084013444269815	23.059387142137776
70	1e-07	4.5158300040887625	346.9519877677177	21.267729559190933	3.285715478319921	3.2608666429697877	3.0747751741257656	2.8478555793594986	0.8921775344155938	2.0421126818784447	31.062675775500168	0.035017452219772	2.5899968376194193	9.341994456569145	2.8	2.764989754139716	0.12718828741615362	0.5662180496123154	0.8544509456756109	2.0434054489810904	50.0	249.25249850169055	30.295029099229943	0.0016885439875713342	21.71050088084176
71	1e-07	5.39541778730362	320.92381445572573	19.183140124979186	3.3089225958801216	4.763683438133581	2.891899740414941	2.663207083023959	1.0445379397924346	2.2268157831510176	30.685651909365127	0.03389950237692731	2.8290816737471163	9.322097741793929	2.8	2.4545297121607423	0.14298379089346483	0.5697635952939555	0.821942079553855	1.9280403062535922	50.0	245.46017834184315	30.231241329077516	0.0016435587258449569	19.008344129886904
72	1e-07	6.042634199402234	308.17904504171446	11.3280609878934	3.51247204742816	3.8083018408751794	3.732135370288551	2.659901743222229	0.9348929197175476	1.8460892983276505	29.910173618126308	0.03487206538918163	2.8928819642773886	9.133961990972345	2.8	2.897818373370704	0.1302551964468388	0.573960465198349	0.7582542458967774	1.9689358180281689	50.0	251.494293792365	30.26312731121834	0.0018308165741438905	19.098406610984522
73	1e-07	4.438941699029269	344.11953799006244	23.866366079197793	3.394582623607498	3.5985140996159313	3.0117822349920464	2.8093718211179124	0.856672872114126	2.2386145114449953	30.60019270217732	0.033028168021847756	2.2765680129762362	9.248134272386622	2.8	2.467535726445411	0.13934608684152144	0.5825706935620454	0.7621426427138555	1.965042402351123	50.0	238.0415441715052	30.254893717633763	0.0018352848535509979	17.63678910064206
74	1e-07	5.611359561982083	315.01297986307503	13.486997502067396	3.2940343717101883	2.449586830270255	3.103028564396817	2.7226442347759017	0.9392773635410164	2.081411152141794	29.832978319594066	0.03597571181660896	2.4967324983508803	9.229384329224928	2.8	2.65882888962449	0.13439749189622321	0.6152774211407511	0.7690248664657588	1.9371871235625282	50.0	245.1883747479505	30.230812580504878	0.0018284335747411398	20.913668021990777
75	1e-07	4.819602894214634	333.74752569650036	14.32970594547541	3.3910595232498277	2.4309643914448404	3.16734421582514	2.622149166870964	0.8604618098182844	2.337707886931678	30.46106672872033	0.03466718417900476	2.6891893914666793	9.768478381345954	2.8	2.850053237685373	0.15686653414179788	0.5736094656735429	0.8719599470293761	2.042846115483427	50.0	244.66127813433704	30.19870229932013	0.0017676633090372776	20.69815472139687
76	1e-07	4.560799917984061	337.1163288551594	36.35541238815779	3.4476419202181834	3.3225750699281513	3.3241720721410015	3.084056385954744	1.0437079879485907	2.1254816624821786	30.831685616570663	0.036868541106431	2.189730266350637	9.576932769348899	2.8	2.8995323643675737	0.14725730768298928	0.5188981873110371	0.8456946446912489	2.0723073653067945	50.0	238.3513530590782	30.30678108513048	0.0018012204558541954	21.825744569970126
77	1e-07	5.365778888529667	339.53314119073036	17.378393348098676	3.145271843917887	3.610209422792832	3.271690187560638	2.992867439292202	0.9184173533614443	2.5891441330169487	30.000165362348568	0.0343664858496603	2.920170348873786	8.963687368657007	2.8	2.7043178877587084	0.12711875739030085	0.5794343910751953	0.8901485919069883	1.8327963265615674	50.0	247.50783309659082	30.29315599927572	0.0018548536437033051	19.136765052511095
78	1e-07	4.808601306785341	333.07238512809727	26.626177228715704	3.468485378985311	2.4091869308665252	2.9763838583734454	2.770366766308629	0.8990293876625697	2.6162848899107845	30.62104231182757	0.033171675512428944	2.5438920923466997	9.560854175815729	2.8	2.748215933870105	0.13784291163674692	0.5764487635204123	0.8539736450122568	2.0218463961202535	50.0	239.70747101257	30.266892049913693	0.0018462898778290003	18.54747800716178
79	1e-07	5.651407476161406	317.2891005535387	15.82107695669993	3.5054539255441344	3.574879850433168	3.659868685044116	2.2193266474739692	0.9032591345312603	1.7625826191454301	29.73517553401161	0.035329188049180116	2.5541917602890236	9.60203542968075	2.8	2.6902073987533814	0.12623313314174783	0.6019090456691291	0.7760801993072178	2.0003388032957328	50.0	252.70435419305576	30.21477085299509	0.0016863951416934565	20.83144831453888
80	1e-07	5.252264697525962	341.23848115430144	24.974535181287237	3.651374947988156	3.344941702163763	2.6917920169454286	2.6549191070379696	0.960810821302223	2.1146503408044266	30.797409945671042	0.03609860816477755	2.5883513658945074	9.496810843508323	2.8	2.6283677776004777	0.15114600289133162	0.5897690481903923	0.872054426222651	2.036925299678055	50.0	262.7247305222518	30.107506088906494	0.0017503402489158638	21.851728666470745
81	1e-07	5.585612492951864	314.15500653257953	15.170869423435516	3.5723277158753053	3.622315393322895	3.2002704726921687	2.377299757713836	0.8627738357988753	2.5666760858711806	30.384901903490753	0.03390400103833158	2.485015771099981	9.264759830239251	2.8	2.95832823537505	0.1421417857818038	0.5818016107118363	0.8663375373176018	2.0460459620719496	50.0	247.85039923562562	30.23785524015069	0.0016498841841040188	20.68000593496565
82	1e-07	4.981388273392884	326.0824725943816	22.800526746401918	3.4091116615354626	1.9218621399850115	2.74854108692432	2.809190110189559	0.8540069572749581	2.636248543677	31.36447279428543	0.03243428876995799	2.927718507662224	9.780663259353073	2.8	2.5168562331782205	0.15777014098003028	0.5446370226972643	0.7954466938365201	1.9502946851867953	50.0	240.6413778045675	30.27032997418512	0.001847158947730427	19.639482906839653
83	1e-07	4.915998413157755	346.0736130644008	27.570566100127287	3.576740535155766	3.5020576938508956	3.2066480925301044	2.488959503355256	0.7398200201304905	2.4728939918966106	30.10076539675457	0.034458508647791965	2.7904792599566313	9.765162618926254	2.8	2.787435459078484	0.15702840190866532	0.5900422643878512	0.8744018255448774	1.933481412154012	50.0	245.24077715049745	30.188309410938498	0.0017699158939872258	18.37604462196655
84	1e-07	5.240509825078282	338.009695039006	28.577008943601466	3.6290843982375884	4.207459009633507	3.3043027376456586	2.471030439946368	0.9096613255034379	2.2265149269384072	29.891563094171552	0.036866887269597325	2.6204945684985916	9.230870055678306	2.8	2.6157183526917414	0.14486835807433177	0.5914605488784266	0.8634729040502874	1.9620497483054187	50.0	250.28605285521172	30.17232155200647	0.0018169732335028286	19.710831562625405
85	1e-07	4.648074607267319	327.81677182445515	16.00821919477271	3.268843731342384	4.064438221376764	3.4037811838417085	2.6094399518002414	0.8283999845452894	1.9161282200253933	31.046579238204163	0.03453989583153731	2.9023738296634853	9.418992355057226	2.8	2.7592980494958863	0.15283924340218827	0.5398975980131823	0.7118630324136558	2.0216483551868256	50.0	239.36524266333507	30.243154393298976	0.0018321552822213962	18.51773519564716
86	1e-07	4.556326412709407	351.5354463124091	23.254683091611746	3.3416111054225244	3.717043739585262	3.243509440072952	2.291337580568266	0.8673876535016218	2.2607321300018532	30.215788500348136	0.03477928519414795	2.744727921823445	9.550258958532492	2.8	3.0034035215710713	0.14939654847279818	0.5933290475048331	0.7775956079302674	2.0541222238690744	50.0	249.49614757408386	30.145049030289236	0.0016873817506792958	19.330606441960818
87	1e-07	4.525802939398088	339.20860850991124	17.51425964799431	3.407927571495828	3.499680653127902	3.207881293990531	2.456160860608262	0.7453095636576651	2.1540461739066936	30.750396422254322	0.035766277959798205	2.6690312987395504	9.40150108852181	2.8	2.604121534088232	0.1321039008278036	0.5890960128293945	0.8252730530514777	2.035824781229425	50.0	243.5462197734778	30.24731159767346	0.001799771074335194	20.758846328416613
88	1e-07	4.48210884577441	345.3048715716904	26.61293445956976	3.3517676809859465	2.2900794365321246	2.735759742759239	2.89541845256584	0.8981705279183416	2.79926411788208	30.84324696053091	0.03515235350214286	2.6789074086145552	9.607642136346602	2.8	3.0189797272373857	0.12923106460733716	0.5847390862918637	0.8119029043895696	2.0339351788359052	50.0	239.8359949822232	30.292594074688093	0.001956366092469537	19.639601072837465
89	1e-07	5.252762952074799	326.4564008514067	15.930652777167811	3.385122822621919	4.347382493198305	3.2947247641013573	2.6872677976596195	0.9645902058186713	2.1998317711786175	30.500867816977653	0.034156401028710606	2.6508254856856284	9.284191295325506	2.8	3.053752048319451	0.14417249171044344	0.558751897183719	0.6972300241908795	1.9785771230116551	50.0	248.61432946263227	30.24245211434144	0.0017682752200247963	17.57053568509407
90	1e-07	4.833305849842896	326.5678329405419	26.641732542290047	3.4592093534461825	3.2775466545160787	3.2154975698552892	2.3985902867177495	0.7611883685109248	1.8954466555114233	30.293949103357225	0.031524271793792885	2.528629297057644	8.869507736020356	2.8	2.887397324056173	0.14750474185620183	0.6042048919345422	0.7519913553150489	2.0458999920957828	50.0	236.6911270013718	30.220575034307103	0.0017150378331601314	17.355589731114236
91	1e-07	5.530021503881186	316.5692549577663	21.41755823305272	3.427933644433821	3.167298686348766	2.820441634633764	2.920169477358936	1.0004992405727453	2.3133224545814564	30.55539401232764	0.033238820069378706	2.4430015921969366	9.08233867350277	2.8	2.808667704344708	0.16090558275710304	0.5650317658946993	0.7272409176585803	1.9313958714677117	50.0	242.28319332426196	30.22402638775812	0.0017120700267532962	20.19294044613434
92	1e-07	5.44302603257338	321.4990900333389	13.915213311157267	3.4715934997772115	1.7135729136554925	3.6220803404451427	2.6353976782303734	0.8476865692339377	1.9593659053534849	29.358927559527235	0.03375252913012858	2.6289864983680564	8.972362103404972	2.8	2.8379991126641966	0.14168808532224278	0.6033083334534671	0.7884091953509692	1.921219077505741	50.0	241.82519644350458	30.226697626731244	0.001954675161201564	18.606673897788987
93	1e-07	4.82249710004777	338.3220524827464	16.710809248123645	3.3579687232057873	3.956683693362148	3.503284568724132	2.168766801384796	0.7884403435899163	2.392781387058488	29.836776008739	0.03303569221045629	2.7087282271678226	9.499452805830899	2.8	2.785062982186346	0.15485219547645263	0.5926712270292027	0.8763824936959629	2.00282370300102	50.0	242.64050069378192	30.168018515062542	0.0016607320007040564	17.756688076320938
94	1e-07	5.306039970783753	313.38593019055685	19.337536490150853	3.335663166818704	3.0089742255532914	3.472571595001639	2.731751015190032	1.0005319559730708	2.3129518071295436	30.52329434583183	0.03354934695124012	2.4730373426673307	9.19621819855051	2.8	3.163552432535432	0.13781271528982939	0.5447331386669958	0.8634559304753233	2.1211609551316077	50.0	241.99451631421837	30.298293333350827	0.0018846532790521746	18.49600152428167
95	1e-07	4.817369049466384	348.59878618582013	25.827084089033708	3.3415099649329676	4.458470008179099	3.4750200520702346	2.801574355550701	0.9001516752880858	2.0519182445772564	30.231968529985593	0.0352626205621168	2.575067056114412	9.796583213116874	2.8	2.568614931000148	0.1405240038067984	0.5655572688988503	0.7619887756106941	1.8991078346253971	50.0	248.35553230413137	30.229404184569542	0.0019529501869156045	18.541230406500116
96	1e-07	5.332905597103981	320.161599669577	20.46235429788126	3.1948253831407434	2.247907378659979	2.8315055650343077	3.2476148274969843	0.8987760393399926	2.108638984202165	30.779567989886495	0.03445234022217233	2.5409245349218588	9.527613074614584	2.8	2.665899761221374	0.1550656923609005	0.5623056066488763	0.7630230102102746	1.8904431001449833	50.0	239.4303985014257	30.24184311729099	0.0018688324026203522	19.74121979566527
97	1e-07	6.7680581452902	291.0545601337431	10.661340022584735	3.2493225749468766	1.8802531487993075	3.2362819758450785	2.6987359100661013	1.0225354196539023	1.9741777813359132	29.466852690062876	0.03541573642882426	2.669351813246474	9.282653900271347	2.8	2.863256454843792	0.142976746123047	0.6152067165816316	0.6464582628785438	1.8760045334044806	50.0	248.77692869738536	30.18541144825845	0.0019048783213742363	21.183103600439292
98	1e-07	4.030311252981524	360.600138953459	21.646610142329394	3.455991381690896	3.21651103240165	2.9554785247909368	2.439705648231879	1.0677359565902336	2.0667188007468464	29.79756512190246	0.035786698086445745	2.4705550376353207	9.808045578320733	2.8	2.830832433779601	0.14974238532045922	0.6149577195206628	0.7563299504054486	1.9764606441063504	50.0	236.16369376272868	30.20637949585705	0.0017037857610731498	21.433536303822777
99	1e-07	5.029304150332142	338.6350388686999	26.777223872920043	3.6133446132693794	3.36986955037966	2.6195666697358684	3.490986286793484	0.9342672265656878	2.387481547649488	31.795947061295156	0.034591733455709685	2.6692963572845194	9.382305822616352	2.8	2.871854222236167	0.13151003847685888	0.5241532392204804	0.7904959485335035	1.8873970617098974	50.0	247.6874832094344	30.40676087271754	0.001864924736329144	19.56286449139434
