# 0: q, 1: I_data, 2: I_err, 3: I_fit
5.277180270000000027e-03 7.412517000000000411e-02 5.845188579999999710e-03 7.469973224045454996e-02
5.525886113927899919e-03 7.082841936549169604e-02 5.186392748818999601e-03 6.611825058510278907e-02
5.786313103171999983e-03 6.737629766029319678e-02 4.496548826652500309e-03 5.978085268915776795e-02
6.059013638292400084e-03 6.292958905458659324e-02 3.919358084167099895e-03 5.516219844402310557e-02
6.344566153685699851e-03 5.769521885759269775e-02 3.415842089229099900e-03 5.176013874051748481e-02
6.643576344521799973e-03 5.248868713404290093e-02 2.985458585241899943e-03 4.912822608110758299e-02
6.956678451504399834e-03 4.740764108071499755e-02 2.665644573105300195e-03 4.690044359148979464e-02
7.284536606180800310e-03 4.377407764115869709e-02 2.390654294801199814e-03 4.480543552935788154e-02
7.627846239653700289e-03 4.197302809756130182e-02 2.173848903214099793e-03 4.266912701882871056e-02
7.987335557684100210e-03 3.908570719867680149e-02 1.981593443429199852e-03 4.040645816470302132e-02
8.363767085313099717e-03 3.553033571197709850e-02 1.798747115904600000e-03 3.800464024390737272e-02
8.757939284279800396e-03 3.343352106011059782e-02 1.659578309991799902e-03 3.550149826445395812e-02
9.170688246665800389e-03 3.120788410476579844e-02 1.528201781090100016e-03 3.296284881713062997e-02
9.602889468358600036e-03 2.882230599401799931e-02 1.408428041943899939e-03 3.046243031947849095e-02
1.005545970609570024e-02 2.609876352246920037e-02 1.300595153243900085e-03 2.806682483055797026e-02
1.052935892202830001e-02 2.359379431753539855e-02 1.204765839053100005e-03 2.582641387743503381e-02
1.102559231993029999e-02 2.194618547812900167e-02 1.118895585431100041e-03 2.377207070817296403e-02
1.154521247736970020e-02 2.130471735773810035e-02 1.040389954197700091e-03 2.191631421790826706e-02
1.208932157836730033e-02 1.933096251306510097e-02 9.734915196617000043e-04 2.025718998444281035e-02
1.265907375127620083e-02 1.921744177490539857e-02 9.226567483337999804e-04 1.878318425429650884e-02
1.325567751684310000e-02 1.934299227860939926e-02 8.580904386264000044e-04 1.747786947298949137e-02
1.388039835164280034e-02 1.561309244391690006e-02 8.034727695023000495e-04 1.632352242805929984e-02
1.453456137232390054e-02 1.518125940878549927e-02 7.685177015018000365e-04 1.530346658769097395e-02
1.521955414635819959e-02 1.394804854995270078e-02 7.249493193177999721e-04 1.440325597658257892e-02
1.593682963525809917e-02 1.291769043242770032e-02 6.800898871164000195e-04 1.361100565758206586e-02
1.668790927650230099e-02 1.194359790042020045e-02 6.481549309119000440e-04 1.291721096654816978e-02
1.747438621070900033e-02 1.146661384729310076e-02 6.165138370998999879e-04 1.231434053921414210e-02
1.829792866090039841e-02 1.073454428693240009e-02 5.923337692816999824e-04 1.179639389428307518e-02
1.916028347102759904e-02 1.080985973367290000e-02 5.624407442697999674e-04 1.135852369689740668e-02
2.006327981126080143e-02 1.051139663885550073e-02 5.416485899364999754e-04 1.099675612651004192e-02
2.100883305790440109e-02 9.675869738241900039e-03 5.158586083201000287e-04 1.070780390027835545e-02
2.199894885616720044e-02 1.006894680258330066e-02 4.987073760965000067e-04 1.048895006175913462e-02
2.303572737440430160e-02 8.996895297793499474e-03 4.758179412618999808e-04 1.033797829687693216e-02
2.412136775885639906e-02 9.106813385401099983e-03 4.600953474539000074e-04 1.025312989953450910e-02
2.525817279833309989e-02 8.663499511830799818e-03 4.443527105185999734e-04 1.023307364647972097e-02
2.644855380873719838e-02 8.835224877146800534e-03 4.278421468904000180e-04 1.027688022338446062e-02
2.769503574778910127e-02 9.004094497716700132e-03 4.138787568706000044e-04 1.038399662339790398e-02
2.900026257080020112e-02 9.152690607628499384e-03 4.003946398363999971e-04 1.055421817546602775e-02
3.036700283885680057e-02 9.399862912636799614e-03 3.874181771960000025e-04 1.078765695398725862e-02
3.179815559130969721e-02 9.294530703672199135e-03 3.772352867274999947e-04 1.108470570207320191e-02
3.329675649502469859e-02 9.667070123509499333e-03 3.679279610664000087e-04 1.144599639620908979e-02
3.486598428343960082e-02 1.088989070143480016e-02 3.757451948925000077e-04 1.187235239971222781e-02
3.650916749908360293e-02 1.120650926105160039e-02 3.742721126188999748e-04 1.236473291143403049e-02
3.822979155386249661e-02 1.164189104689030037e-02 3.712437289119000189e-04 1.292416817044680574e-02
4.003150612208449671e-02 1.249604916291719922e-02 3.673270982193999816e-04 1.355168365151770103e-02
4.191813288190909814e-02 1.323714030380740078e-02 3.549225638367999773e-04 1.424821129209333584e-02
4.389367362163810321e-02 1.400808078243450001e-02 3.372321044529000235e-04 1.501448564001183969e-02
4.596231872804600049e-02 1.465371314655809949e-02 3.257338345127000251e-04 1.585092271748276063e-02
4.812845607475149667e-02 1.631799569288679835e-02 3.160091066050999811e-04 1.675747938402011653e-02
5.039668032948600024e-02 1.770420502452610054e-02 3.064285233631000105e-04 1.773349108164181884e-02
5.277180270000000201e-02 1.838961564490880149e-02 2.998804532872000202e-04 1.877748610353838221e-02
5.525886113927949705e-02 1.975096897939779966e-02 2.941913506575999783e-04 1.988697499878476493e-02
5.786313103172009698e-02 2.074498094518709840e-02 3.019778996710999739e-04 2.105821448022428960e-02
6.059013638292400084e-02 2.216500145894539919e-02 3.063656639834000123e-04 2.228594632414432689e-02
6.344566153685719800e-02 2.358411073875800110e-02 3.052700056163999871e-04 2.356311333609031541e-02
6.643576344521809340e-02 2.433594735757330096e-02 2.887120942040000116e-04 2.488055661570092933e-02
6.956678451504419436e-02 2.543193461233540092e-02 2.800938733609000149e-04 2.622670119957053875e-02
7.284536606180809504e-02 2.658377290186220154e-02 2.723730352463999988e-04 2.758724080658222361e-02
7.627846239653729432e-02 2.803365693113930163e-02 2.662901290840999900e-04 2.894483694852436825e-02
7.987335557684130394e-02 2.905950371348850134e-02 2.685517359872000151e-04 3.027885315268902255e-02
8.363767085313099370e-02 3.010316537787460084e-02 1.231263183163999991e-04 3.156515145107788300e-02
8.757939284279810110e-02 3.130599531679789660e-02 1.187753231213999983e-04 3.277598548208261742e-02
9.170688246665849308e-02 3.242784336970110093e-02 1.162681289258000002e-04 3.388003220597837067e-02
9.602889468358659364e-02 3.346297119244699692e-02 1.140034291944999942e-04 3.484261178488440996e-02
1.005545970609569989e-01 3.406555690539579684e-02 1.106391993516000019e-04 3.562615171498047933e-02
1.052935892202829932e-01 3.465591901680879772e-02 1.089449032445999972e-04 3.619095549394000383e-02
1.102559231993029965e-01 3.473068460436509741e-02 7.803937880618269977e-05 3.649633612894710721e-02
1.154521247736969985e-01 3.466592956007189669e-02 7.850984624231869516e-05 3.650216826744576842e-02
1.208932157836729998e-01 3.436317084442230135e-02 7.893447351612599492e-05 3.617089678333075542e-02
