# -----------------------------------
# SAS_MoCa Version 1.4.0
# Fri Apr 24 10:55:44 2026
# -----------------------------------
datafile:	./POPC_50C_Symmetry2021.dat
save-folder:	RES_POPC-Symmetry2021
qrange:	[0.005, 0.6]
model:	LUV_POPC
temperature-init:	400
temperature-gain:	50
target-X2:	0.005
data-binning:	1
error-scale:	1
iterations:	100
processes:	64
plot-only:	False
state:	0
# -----------------------------------
# Collection of the result parameters (medians only) for each iteration.
# -----------------------------------
	Norm	nv	Rv	Z	d_Chol	s_Chol	d_PCN	s_PCN	d_CG	s_CG	dD_C	r_D_C	s_CH2	d_CH	s_CH	s_CH3	r_PCN	r_CG	r12	r32	T	V_H	V_BW	Con	X2
48	1e-07	0.8992216127182155	448.3518789054957	11.884037164951298	2.6818186441143816	3.164202645833707	4.0874336224654035	2.522077793915624	0.841489157858235	2.4008109458313576	28.214140499329005	0.07813171841632287	2.519706788121486	9.0	3.05	3.3499433003382535	0.2899073859555636	0.4492862548471781	0.81	2.0584019921089145	50.0	315.93197931718925	30.383815297782977	0.0005337372508870057	3.5308227652435495
49	1e-07	1.2721512327611764	386.9191667797088	9.613924744285548	2.619319122874309	2.854666371961711	4.353104936823475	2.397528205273273	0.9054129386175956	2.4684389713688257	27.51805166115684	0.08096541693329755	2.493569997783132	9.0	3.05	3.8391998111556997	0.3021707669297167	0.44766543522173646	0.81	2.060145066077278	50.0	317.95364280178904	30.400717207041154	0.00046369796966938456	4.060971374519841
50	1e-07	1.2438905596494843	363.9588170750143	5.697384887727846	2.606451049011211	3.027250609966786	4.360905990271431	2.395433485743741	0.8397292450386659	2.43994212471865	27.86162618191687	0.07430121488165245	2.4771152572121333	9.0	3.05	3.7429466581246897	0.29759476989525224	0.44083883387981176	0.81	2.0820403135932812	50.0	307.3910133947856	30.46288443753337	0.0004993290344986524	3.3727340635362117
51	1e-07	1.2614438667398957	402.56551452810766	11.994663005968281	2.829246365181813	2.9909923134295973	4.111202204898037	2.480811943331857	0.7927187676004559	2.4933689088679465	28.35329813504607	0.08136904265976967	2.523983676511284	9.0	3.05	3.687544315104684	0.3060030196668969	0.4415840199334566	0.81	2.051560702466517	50.0	331.32401815068937	30.41491703407779	0.0005160812842438271	3.7120011505254418
52	1e-07	0.8602969398371262	479.99010991945966	13.673498664954316	2.783374032447744	2.9013546029770025	4.022618270176069	2.3138289459622405	0.9106291644647401	2.4724134167318033	27.93158894733939	0.07567852196910291	2.448737509689241	9.0	3.05	3.4996712684377878	0.2933669809705791	0.4697116535887263	0.81	2.1418942230339684	50.0	329.688532729413	30.449972795037137	0.000494798892328879	3.6930149292946526
53	1e-07	0.7533144949314258	469.6891511948663	11.540556808428375	2.653225460069735	2.990368463268202	4.142250956374927	2.5409459488622446	0.717815848174207	2.526848935778365	28.075469411815725	0.07894582583086897	2.537201451628953	9.0	3.05	3.2874446270624103	0.2781409210893922	0.4596077512877877	0.81	2.0618985429384487	50.0	301.6743320803559	30.305258032831354	0.0004690632080409092	4.159838862549712
54	1e-07	0.8805260362347274	465.8322946627954	10.225874980774234	2.7275373116029806	2.9874484876214735	3.7272957141005523	2.57436625334731	0.7639449776590381	2.4603174482373147	28.996720455018853	0.07444011199828222	2.5713676084837367	9.0	3.05	3.453926239121951	0.3034038785014668	0.44209809889085205	0.81	2.036255449253705	50.0	327.67587723257975	30.489894016114533	0.0005065295864606961	3.3218467760679253
55	1e-07	0.734806366106359	486.153835735717	10.868606618485284	2.6201259498246237	2.954906748883793	4.2473480368573675	2.4043086309330715	0.7877736364705474	2.62316884594683	28.197994943827663	0.0752725717141288	2.5936456435463016	9.0	3.05	3.2836730069998414	0.2725256349465883	0.4491061473478857	0.81	2.0516605784140065	50.0	310.0287003265422	30.423392257810562	0.0005150631011823914	3.57290056286066
56	1e-07	0.8076662645099149	465.77183200894876	7.124238668469724	2.8141631945355323	3.198622523117035	3.53153122766577	2.6156557126967575	0.8490566385171542	2.538367779928494	28.78497008364022	0.07789102435778963	2.5296217070265996	9.0	3.05	3.7896579381839266	0.29003496572948095	0.45060992130636696	0.81	2.015162386096875	50.0	316.85375644064555	30.364112313497206	0.00046833452346007443	3.686628596092927
57	1e-07	0.7303724010495889	502.5302820553395	11.485862615089166	2.719171426773411	2.9210336484641704	4.157266977402895	2.5840670478535817	0.841175858643392	2.4141133005227533	28.373912307707485	0.07628228407276148	2.5213627690083182	9.0	3.05	3.4431554486250855	0.2989025344755065	0.4366436722812088	0.81	2.0618107433865016	50.0	319.30756171422837	30.42603601419322	0.0005375687230951874	3.4303645460447707
58	1e-07	0.9799271297133919	420.85706265678067	6.893349628939128	2.851226572474979	3.002815181527725	4.017426611718248	2.490804843179331	0.8480553438557875	2.4406249455416944	28.059798640536048	0.07695945557983483	2.6174721216569354	9.0	3.05	3.5079558618823907	0.2914795801230037	0.4536372066410131	0.81	1.9777178997456257	50.0	311.3024942817874	30.41199170039845	0.0004876241091326508	3.3641620314452756
59	1e-07	0.588662587420962	537.4055268162061	12.069191653174302	2.751534225748636	3.0173187171217264	3.826501013402524	2.5283770234615424	0.662983526588308	2.4792139029779476	29.207335142076097	0.07690450084921169	2.6005521627874764	9.0	3.05	3.3431449994902063	0.2920658689774673	0.4353123720198824	0.81	2.0741661741057618	50.0	312.3241783214315	30.447465279860257	0.00045879280823521993	3.6697912354759543
60	1e-07	1.0901447776392674	428.0060236043371	12.691594570932727	2.814552133221728	2.867385807803139	4.552876464248873	2.4264531221371217	0.8389354014025223	2.4710931896463104	27.769712335654997	0.08089352232390346	2.427640413584866	9.0	3.05	3.4028607539109226	0.3000787842601456	0.42947986493982887	0.81	1.9165468928125813	50.0	320.23198252420485	30.40929664306842	0.0004907255878356293	3.9493347662186618
61	1e-07	0.5998712638275934	571.7988768256436	11.468297844417126	2.729200606432209	2.877548239934332	4.13751380407321	2.5117375247293072	0.8401518155767713	2.4041163305655164	27.827558352447234	0.08229509551944926	2.5296637227858207	9.0	3.05	3.4166932231456624	0.29224419590963463	0.46671681628823336	0.81	2.088706536596202	50.0	326.85085892901407	30.33306193943335	0.0005433328531978087	3.8651473172008006
62	1e-07	1.3855819508658207	389.53657348760714	15.31078321963535	2.6771630880892516	2.9569719925933367	4.506895720975022	2.473407645095913	0.7354436116785885	2.464847497298726	27.576603939140245	0.08034808686454686	2.512329305795602	9.0	3.05	3.7341543860927984	0.3033558023227914	0.4514539143757443	0.81	2.0354418492994095	50.0	327.00962087796796	30.37772150193519	0.000505070541468862	4.059345857995775
63	1e-07	1.085381892620782	412.11966195961077	9.277370897660854	2.712600433392034	2.9047984385756647	3.907032016576073	2.4620542588785326	0.9669838570792665	2.53582242342733	27.950862724378414	0.07362156412400095	2.510722914939584	9.0	3.05	3.5752425631841507	0.2937003250024418	0.46170089935228936	0.81	2.067106286232054	50.0	319.1337001465919	30.44981601217535	0.0004623300655637213	3.7824024126874707
