# -----------------------------------
# SAS_MoCa Version 1.5.0
# Tue Apr 28 14:10:46 2026
# -----------------------------------
convergence:
thermo:	1
maxcount:	100000
conv_threshold:	4
neg_water_scale:	5
statistics:
scale_MAD_to_std:	False
hist_mincount:	10
# -----------------------------------
datafile:	./data_pLUVs_POPC_OmpLA_PL600.dat
save-folder:	RES_POPC-PLUV600_01
qrange:	[0.005, 0.6]
model:	pLUV_POPC_OmpLA_RecBuf
temperature-init:	400
temperature-gain:	50
target-X2:	2.0
data-binning:	1
error-scale:	1
iterations:	100
processes:	24
plot-only:	False
state:	monomer
# -----------------------------------
# Probabilities of finding a quasimolecular group at a position z (Angstrom) (distance from the bilayer center).
# SLD column: SLD contrast (difference from suspension medium) as a function of z; unit Angstrom^-2.
# -----------------------------------
z	CH3	CH	CH2	CG	PCN	Chol	BW	SLD
0.0	0.3954853716181662	0.0011077114296779503	0.6034068762701332	1.770302506490821e-10	4.720019985796919e-15	1.2517758555748911e-12	2.01627245732331e-08	-2.759325229844882e-06
0.10130300629955173	0.3953125742462289	0.001221101529690206	0.6034662825038456	2.385466688055013e-10	6.632977564136621e-15	1.5935440597029877e-12	2.5315258557101105e-08	-2.758605332697149e-06
0.20260601259910346	0.3947946349952375	0.0013446145617565886	0.6038607055619213	3.207702637653259e-10	9.30403687573419e-15	2.0263046247018464e-12	3.173266007588386e-08	-2.7565882274009483e-06
0.3039090188986552	0.3939329104821263	0.001478988311261778	0.604588050901674	4.30437122429812e-10	1.3026643310399183e-14	2.573644459030811e-12	3.971191069425251e-08	-2.7532785067611948e-06
0.4052120251982069	0.3927296551554507	0.0016249970231233095	0.6056452895898522	5.763950076377647e-10	1.8205047827876938e-14	3.2650927280277954e-12	4.961631061556214e-08	-2.748684097052589e-06
0.5065150314977587	0.39118801146808874	0.0017834514624698978	0.6070284680603277	7.702391243483778e-10	2.539506511706791e-14	4.137572758055012e-12	6.188945789770391e-08	-2.742816221211132e-06
0.6078180377973104	0.3893119962030943	0.0019551987702743634	0.6087327219197358	1.0271309415960464e-09	3.535941255544735e-14	5.237197147558116e-12	7.707198007365256e-08	-2.735689347766963e-06
0.7091210440968622	0.3871064830359803	0.0021411220947111422	0.6107522937366436	1.3668502063749368e-09	4.9142693417542096e-14	6.621484340129908e-12	9.582151596331822e-08	-2.7273211258415416e-06
0.8104240503964139	0.38457718143937875	0.002342139978935786	0.6130805547271007	1.8151432551462978e-09	6.817279093562144e-14	8.362092062909255e-12	1.1893652584468055e-07	-2.717732306616708e-06
0.9117270566959655	0.3817306120578735	0.0025592054860826964	0.6157100302273508	2.4054468362373678e-09	9.439769640541959e-14	1.0548183776692458e-11	1.4738460087897593e-07	-2.7069466517645775e-06
1.0130300629955173	0.378574078701643	0.0027933050425624707	0.6186324288232149	3.1810866020377776e-09	1.304697777386515e-13	1.3290569338602832e-11	1.8233604516863315e-07	-2.6949908294046303e-06
1.114333069295069	0.3751156371272521	0.003045456981227556	0.6218386749853021	4.198074054297263e-09	1.7999342986008228e-13	1.6726791295390283e-11	2.2520362199829435e-07	-2.6818942982273597e-06
1.2156360755946207	0.37136406079232215	0.0033167097666771945	0.6253189450399445	5.52865603475778e-09	2.4785722717464115e-13	2.102736461514092e-11	2.7768948633007803e-07	-2.6676891804917806e-06
1.3169390818941724	0.3673288037877706	0.003608139885904049	0.6290627062876546	7.265808045346399e-09	3.4067849884929e-13	2.640342142283448e-11	3.418404745660887e-07	-2.6524101246664253e-06
1.4182420881937243	0.36301996116671303	0.003920849388655295	0.6330587590641201	9.528908179702193e-09	4.673971575565224e-13	3.3116064843820643e-11	4.2011308331162187e-07	-2.6360941585397767e-06
1.519545094493276	0.3584482269028604	0.004255963063301641	0.6372952815233393	1.2470883932244854e-08	6.400672595051643e-13	4.148779904606408e-11	5.154496539542844e-07	-2.6187805336759283e-06
1.6208481007928277	0.35362484972322733	0.004614625235684674	0.6417598769085675	1.628719160115111e-08	8.749099644356035e-13	5.191647797063822e-11	6.31367476011471e-07	-2.6005105621342855e-06
1.7221511070923794	0.34856158707012186	0.004997996180352974	0.6464396230643484	2.122706973630964e-08	1.193711331837889e-12	6.489230535920886e-11	7.720627442776006e-07	-2.5813274464080183e-06
1.823454113391931	0.3432706574556484	0.005407248135802359	0.6513211239320899	2.7607606807505038e-08	1.6256740540678368e-12	8.101852623690234e-11	9.425315399002031e-07	-2.5612761035645375e-06
1.924757119691483	0.3377646914782929	0.005843560917806036	0.6563905627624563	3.5831282122377946e-08	2.2098654709343313e-12	1.0103657816355913e-10	1.1487102659724906e-06	-2.5404029845922786e-06
2.0260601259910347	0.3320566817755344	0.0063081171276531	0.6616337567703267	4.6407781636919504e-08	2.9984471730084803e-12	1.258566230383779e-10	1.3976382424211596e-06	-2.518755889971485e-06
2.1273631322905864	0.3261599321888444	0.006802096955102561	0.6670362129521821	5.99810608451531e-08	4.060926895267893e-12	1.565945613657729e-10	1.6976454609255262e-06	-2.4963837824923855e-06
2.228666138590138	0.32008800641790003	0.0073266725790950265	0.6725831847815807	7.736283017980773e-08	5.489744660178418e-12	1.946168457127424e-10	2.05856881055101e-06	-2.4733365983422522e-06
2.3299691448896898	0.31385467643937537	0.007883002172732259	0.6782597294957965	9.957387972752778e-08	7.407596578938517e-12	2.4159466448179057e-10	2.4920004091651173e-06	-2.44966505747331e-06
2.4312721511892414	0.3074738709623333	0.008472223522718517	0.6840507656857385	1.2789494569433184e-07	9.977016808402401e-12	2.9956936790351515e-10	3.0115720116564924e-06	-2.425420474246588e-06
2.532575157488793	0.30095962418707156	0.009095447277336603	0.6899411309018755	1.6392915784185302e-07	1.3412887724891845e-11	3.7103136321477657e-10	3.6332798051470486e-06	-2.4006545693226742e-06
2.633878163788345	0.2943260251273638	0.009753749841080307	0.6959156389910152	2.096785027458312e-07	1.79987389703266e-11	4.590151244609983e-10	4.3758542451108155e-06	-2.375419283739271e-06
2.735181170087897	0.287587167747451	0.010448165938255751	0.7019591368823889	2.676372007326912e-07	2.4107938330353477e-11	5.672134547789634e-10	5.261179918104398e-06	-2.3497665960777723e-06
2.8364841763874487	0.2807571021550044	0.01117968087216346	0.7080565605464538	3.4090543410748997e-07	3.223118471295408e-11	7.001147175122344e-10	6.314770739035983e-06	-2.323748343577112e-06
2.9377871826870003	0.2738497870796751	0.011949222510846074	0.7141929898561545	4.333274910286413e-07	4.3012102313962464e-11	8.631674310291146e-10	7.566306082355051e-06	-2.2974160480033246e-06
3.039090188986552	0.2668790438539324	0.012757653034792465	0.7203537020878891	5.496591141705849e-07	5.7293225816256145e-11	1.062977416647049e-09	9.05023370479765e-06	-2.27082074702802e-06
3.1403931952861037	0.25985851209875754	0.013605760486385914	0.7265242238081397	6.957696779761498e-07	7.617528439854025e-11	1.3075436179245524e-09	1.0806445520672012e-05	-2.2440128318088077e-06
3.2416962015856554	0.2528016073015775	0.014494250165225863	0.7326903809014607	8.788857753477807e-07	1.0109346848396307e-10	1.6065397936712948e-09	1.288103242910607e-05	-2.217041891400122e-06
3.342999207885207	0.2457214804577153	0.0154237359176906	0.7388383465062448	1.107883887116202e-06	1.3391533566272906e-10	1.9716505501808896e-09	1.532712444281543e-05	-2.1899565645544493e-06
3.444302214184759	0.23863097992975282	0.016394731373193045	0.7449546866362958	1.3936410489675216e-06	1.7706622774293688e-10	2.416971647509911e-09	1.8205822314415094e-05	-2.1628043994021016e-06
3.5456052204843105	0.2315426156617077	0.017407641183459475	0.7510264032786241	1.7494538342189057e-06	2.336895863756328e-10	2.9594862208636347e-09	2.1587226671945067e-05	-2.1356317214231926e-06
3.646908226783862	0.2244685258669566	0.018462752324780663	0.7570409747709921	2.191537550208875e-06	3.0785143947157503e-10	3.6196305361177417e-09	2.5551570339821052e-05	-2.1084835100486908e-06
3.748211233083414	0.21742044629055507	0.0195602255264898	0.7629863932764446	2.7396193137933506e-06	4.0480066876514784e-10	4.421965187529041e-09	3.0190459006396484e-05	-2.0814032841490835e-06
3.849514239382966	0.21040968212815836	0.02070008689186179	0.7688511991863298	3.417640639096218e-06	5.312995620923634e-10	5.395970290075425e-09	3.5608224674240064e-05	-2.0544329965899106e-06
3.9508172456825177	0.20344708266527842	0.021882219780146626	0.7746245122980248	4.254587348149839e-06	6.960427248754074e-10	6.57698626842428e-09	4.192339537519698e-05	-2.0276129379536266e-06
4.052120251982069	0.19654301868227494	0.02310635702049908	0.7802960596287037	5.285467009906564e-06	9.101868213658049e-10	8.007325355104494e-09	4.9270283404332534e-05	-2.000981649447698e-06
4.153423258281621	0.18970736265240062	0.02437207353009426	0.7858561997419202	6.5524567296716425e-06	1.1880190140338064e-09	9.737582944512928e-09	5.7800692809080215e-05	-1.974575844940033e-06
4.254726264581173	0.1829494717425383	0.02567877940968081	0.7912959434794921	8.106246949599768e-06	1.5477985800749416e-09	1.182818257659691e-08	6.768574502744737e-05	-1.9484303419852815e-06
