# 0: q, 1: I_data, 2: I_err, 3: I_fit
2.384956014657479972e-02 3.063271830653450161e+04 2.972766524484969750e+02 3.104343875565149210e+04
2.497355528793539919e-02 2.809327484686670141e+04 2.903413084933640107e+02 2.824804714837681968e+04
2.615052268832469828e-02 2.522550422990350125e+04 2.763177225539440087e+02 2.571492105803946833e+04
2.738295885339750088e-02 2.353551530620930134e+04 2.616645030994829995e+02 2.342197122537759060e+04
2.867347794549569839e-02 2.080387192894750115e+04 2.527527420194749936e+02 2.134928996527888376e+04
3.002481732863640160e-02 1.904492189556869926e+04 2.383520162359739913e+02 1.947890737618099956e+04
3.143984337482849667e-02 1.711706683641310156e+04 2.273502608296620053e+02 1.779458248696812007e+04
3.292155754403189999e-02 1.526692347012370010e+04 2.114126743208709911e+02 1.628162220437340511e+04
3.447310275065620239e-02 1.383859557243570089e+04 2.040179003818630008e+02 1.492672224334824023e+04
3.609777003010410101e-02 1.253304663505909957e+04 2.001243547211680038e+02 1.371782531922735143e+04
3.779900551949819804e-02 1.158601329765089940e+04 1.906739547906520045e+02 1.264399276714317966e+04
3.958041776740010148e-02 1.070449781483449988e+04 1.834019159713500073e+02 1.169528645516642609e+04
4.144578538802570072e-02 1.010184130365629971e+04 1.784479578187290087e+02 1.086265840236252734e+04
4.339906507619249731e-02 8.945180087764549171e+03 1.693358891667770081e+02 1.013784593213504013e+04
4.544440000000000285e-02 8.709143585839359730e+03 1.634911869052149882e+02 9.513270515174668617e+03
4.758612858904429782e-02 7.915416733020470019e+03 1.616143080251779907e+02 8.981938713998908497e+03
4.982879373680940138e-02 7.742817118192279850e+03 1.553804388508690124e+02 8.537343860030126962e+03
5.217715243675290215e-02 7.187057804148689684e+03 1.509590678876980121e+02 8.173367301095847324e+03
5.463618587252760256e-02 7.139089246235669634e+03 1.460739908481409941e+02 7.884178278643325939e+03
5.721110998373889894e-02 7.186967211674010287e+03 1.433964444682329997e+02 7.664131756991478142e+03
5.990738652965280076e-02 7.056699022842890372e+03 1.402901659572750077e+02 7.507663860075058437e+03
6.273073467431940220e-02 7.176528512494310235e+03 1.383488689379780112e+02 7.409185004590318385e+03
6.568714311768619751e-02 7.184512736711209982e+03 1.343232718838949893e+02 7.362971384040951307e+03
6.878288279843440545e-02 7.310876539646989841e+03 1.315219993991719889e+02 7.363056188362596913e+03
7.202452019547979367e-02 7.559301153577530386e+03 1.297346973757539956e+02 7.403122869497994543e+03
7.541893125635550088e-02 7.503149497060519934e+03 1.270971346914450066e+02 7.476403910050738887e+03
7.897331598201809411e-02 7.812396962350559988e+03 1.241574240246790026e+02 7.575589934024797003e+03
8.269521369901550178e-02 7.542458717388420155e+03 1.230182602319199958e+02 7.692755609222720523e+03
8.659251905140899486e-02 7.810841290582379770e+03 1.247033111214369967e+02 7.819310590670788770e+03
9.067349874637180285e-02 7.690235338454709563e+03 1.289346611233569888e+02 7.945985654541904296e+03
9.494680908898329996e-02 7.760783716207260113e+03 1.318257239820920006e+02 8.062866013792483500e+03
9.942151434341310601e-02 7.869999407248519674e+03 1.367472586453320105e+02 8.159485338679876804e+03
1.041071059594400050e-01 7.876246081057440279e+03 1.217906631588160025e+02 8.224994860198677998e+03
1.090135227050890027e-01 7.852755210445900047e+03 1.152764793293719947e+02 8.248421611307036073e+03
1.141511717480939991e-01 7.752128209083090042e+03 1.115556417098119937e+02 8.219027721203467081e+03
1.195309507308899982e-01 7.907883700557659722e+03 1.084969439926040025e+02 8.126777969633390967e+03
1.251642708859810049e-01 7.663783700267719723e+03 1.039214373962090008e+02 7.962914734328414852e+03
1.310630812406869961e-01 7.747724547337010335e+03 1.014039566743669951e+02 7.720627320010215044e+03
1.372398939626369996e-01 7.495607716967449960e+03 9.833712445132719893e+01 7.395786053755179637e+03
1.437078108997560111e-01 7.125151205486309664e+03 9.515961569269059339e+01 6.987690725036040021e+03
1.504805513710349985e-01 6.544411370888149577e+03 9.173020349674969509e+01 6.499759259293589821e+03
1.575724812670500075e-01 6.072155439736879998e+03 8.855882869976649374e+01 5.940058783262596990e+03
1.649986435219439884e-01 5.541585464553830207e+03 8.546661341528340472e+01 5.321562207284929173e+03
1.727747900215010068e-01 4.808997424466660050e+03 8.182864166703889452e+01 4.662005831057040268e+03
1.809174150150139881e-01 4.140123516888619633e+03 8.121859686806919854e+01 3.983235456603201783e+03
1.894437901017929915e-01 3.386691309765340065e+03 7.684006346654659581e+01 3.309968270263308113e+03
1.983720008665499912e-01 2.773826974682010132e+03 7.315773489416810094e+01 2.667970943631622504e+03
2.077209852413419988e-01 2.129276893078860212e+03 7.771840369057410669e+01 2.081760302863383004e+03
2.175105736754689989e-01 1.570808534221820082e+03 7.173392310156229712e+01 1.572060415848993898e+03
2.277615311985120017e-01 1.074884439476089938e+03 6.773876631462709952e+01 1.153374614343689473e+03
2.384956014657479972e-01 6.889443213122440284e+02 6.504576453702080130e+01 8.321157380885319981e+02
2.497355528793540058e-01 4.747931572835519773e+02 6.277876170331669670e+01 6.057398914376126413e+02
2.615052268832470106e-01 4.592947375981649998e+02 6.067393788707909863e+01 4.632136425589231976e+02
2.738295885339749880e-01 2.921328578202949871e+02 5.912141307615780050e+01 3.869044319503296947e+02
2.867347794549570117e-01 2.113392805188130126e+02 5.773621520209839986e+01 3.556550190151940569e+02
3.002481732863639952e-01 2.689665957945700256e+02 5.678556526605660082e+01 3.484674002831846451e+02
3.143984337482850222e-01 3.511707385048320020e+02 5.843927916526300237e+01 3.479892333336933348e+02
3.292155754403189860e-01 3.810067996147030271e+02 5.754020503538880149e+01 3.429644672847834386e+02
3.447310275065629814e-01 4.833212187657999834e+02 5.563775653195919801e+01 3.290260733745232073e+02
3.609777003010409824e-01 4.138214432504860270e+02 5.521028238795940268e+01 3.076474906356386327e+02
3.779900551949820220e-01 3.101269540854110005e+02 5.490605090353700035e+01 2.836375958786342153e+02
3.958041776740010009e-01 2.476695032848080018e+02 5.495715298581009733e+01 2.621015160508836743e+02
4.144578538802570211e-01 2.030422206908309875e+02 5.464350190232150339e+01 2.460567519489038375e+02
4.339906507619250009e-01 2.527975881887059870e+02 6.057866319146250333e+01 2.356233480187312921e+02
4.544440000000000146e-01 2.670438285714270137e+02 5.805992171428579951e+01 2.288436684587951504e+02
4.758612858904430198e-01 2.977125292077250265e+02 5.809548256981540248e+01 2.232150488026401263e+02
4.982879373680940138e-01 2.760952592839279873e+02 5.850799274752800017e+01 2.168191825307553700e+02
5.217715243675290493e-01 2.255802213225180139e+02 5.935002016120869683e+01 2.087892134800374890e+02
5.463618587252759840e-01 2.281675398431339943e+02 6.656398653076040262e+01 1.996247153678469886e+02
5.721110998373889478e-01 1.411118493781210077e+02 6.225431965280319702e+01 1.912639247788915782e+02
5.990738652965279520e-01 1.963420348441950125e+02 6.284275815806780230e+01 1.859494272767614689e+02
