# -----------------------------------
# SAS_MoCa Version 1.5.0
# Tue Apr 28 14:10:46 2026
# -----------------------------------
convergence:
thermo:	1
maxcount:	100000
conv_threshold:	4
neg_water_scale:	5
statistics:
scale_MAD_to_std:	False
hist_mincount:	10
# -----------------------------------
datafile:	./data_pLUVs_POPC_OmpLA_PL600.dat
save-folder:	RES_POPC-PLUV600_01
qrange:	[0.005, 0.6]
model:	pLUV_POPC_OmpLA_RecBuf
temperature-init:	400
temperature-gain:	50
target-X2:	2.0
data-binning:	1
error-scale:	1
iterations:	100
processes:	24
plot-only:	False
state:	monomer
# -----------------------------------
q	I_data	I_err	I_fit
0.142712	7212.21	96.4076	7074.034088954016
0.143237	7188.76	95.2058	7040.8689107600385
0.143762	7117.83	95.1543	7007.299310902202
0.144288	6935.49	95.3964	6973.267337340217
0.144813	6958.93	94.5978	6938.909589235011
0.145338	6898.6	95.1552	6904.1689959871965
0.145864	6952.99	94.1219	6868.985630189865
0.146389	6935.22	94.2071	6833.500653016701
0.146914	6719.3	93.1803	6797.6549590254845
0.14744	7045.09	94.3306	6761.386745761404
0.147965	6926.27	93.5255	6724.841456803572
0.148491	6593.73	92.3976	6687.887479591619
0.149016	6750.83	93.1826	6650.672955646404
0.149541	6750.38	92.7314	6613.135610708181
0.150067	6666.09	92.0716	6575.21074789424
0.150592	6511.62	91.6382	6537.050314481373
0.151117	6445.47	91.5567	6498.590273985883
0.151643	6684.53	92.0824	6459.764335790851
0.152168	6671.65	90.9345	6420.727962161774
0.152693	6404.38	91.4961	6381.415461708817
0.153219	6462.83	90.3858	6341.759059616226
0.153744	6538.26	90.934	6301.917439885038
0.154269	6443.02	90.8521	6261.823365707703
0.154795	6417.36	89.8247	6221.407689225728
0.15532	6314.12	90.2469	6180.832021332912
0.155845	6131.87	88.9894	6140.027691084059
0.156371	6329.88	89.8829	6098.924289989181
0.156896	6113.75	89.2591	6057.686060276601
0.157421	6064.95	88.1606	6016.2430095649715
0.157947	6089.97	89.5434	5974.523582043316
0.158472	6051.76	88.1438	5932.694355850811
0.158998	5950.13	88.35	5890.603943792454
0.159523	6024.34	87.8062	5848.420318018741
0.160048	5762.78	86.9153	5806.071536696255
0.160574	5854.71	87.822	5763.484384774746
0.161099	5717.36	86.9189	5720.82868040547
0.161624	5840.34	87.233	5678.031465115536
0.16215	5855.63	86.883	5635.018680520663
0.162675	5648.13	86.4109	5591.961699661039
0.1632	5554.73	86.6465	5548.786662324876
0.163726	5529.06	85.6473	5505.418780526168
0.164251	5644.57	85.9636	5462.030694098511
0.164776	5638.41	85.0714	5418.547755815353
0.165302	5409.66	86.0051	5374.894561201247
