	Norm	nv	Rv	Z	x	d_Chol	s_Chol	d_PCN	s_PCN	d_CG	s_CG	dD_C	r_D_C	s_CH2	d_CH	s_CH	s_CH3	r_PCN	r_CG	r12	r32	T	V_H	V_BW	Con	X2
20	0.01	2.328956804179357	383.0401789752306	5.1	0.4652089613664674	2.658244903790441	2.9903242120311595	3.953976018290377	2.573806525336359	0.7985129655294265	2.3547147001550233	28.16075246581131	0.1396354308806671	2.53904938275021	9.0	3.05	3.5144443815654633	0.2900779303759686	0.4458269411127452	0.81	2.0562264611399192	37.0	324.40537907273807	28.743060744876477	172.40930827355865	15.807747655505187
21	0.01	2.262808228752081	388.76301638166865	5.1	0.4530903493594562	2.7729978438987852	2.9787358075122228	3.821507551174444	2.0663092071578335	0.7965315010994974	2.3308833167655525	28.143366255140425	0.14294641077731568	2.493379038622829	9.0	3.05	3.3325429426392703	0.30107544988999774	0.45611100653299064	0.81	2.118869503897746	37.0	330.5085148902516	28.50121032328316	173.80543102773413	11.628510300401791
22	0.01	2.4334910620616843	386.56312105182485	5.1	0.44504881184722284	2.6661931397255865	2.9963266300662807	4.284600242277809	2.6361239345724115	0.7841980954428364	2.4594291811545763	27.60737473110682	0.13755287701469562	2.489558827292532	9.0	3.05	3.3479664110398946	0.2917769093414927	0.4496442043713139	0.81	2.037867975897714	37.0	323.3177867602206	28.646646765368438	181.97308251428183	12.98010533197774
23	0.01	2.722702732045374	365.05488043265996	5.1	0.45937908144815853	2.7773680374143717	2.9862259510860705	3.966909267642698	1.8938753381101447	0.8606630836528449	2.0739032031118687	27.26041739141656	0.12704171688464233	2.593951428215909	9.0	3.05	3.5340753968205507	0.28939012983526524	0.45344813160845526	0.81	2.1101083886350867	37.0	323.07374740735634	28.758646612936634	183.79423073586898	12.715114772727636
24	0.01	2.2266633110216687	387.10504551625445	5.1	0.4444719292132913	2.744249271708964	2.995882882419411	4.109210084062601	2.7710609766515386	0.7580244498660942	2.1448551800829607	28.8375332463905	0.15541924077232214	2.474118352970615	9.0	3.05	3.3725441277350456	0.2865669543726944	0.4420383216102989	0.81	2.0405234864950517	37.0	326.9550626077046	28.529970376184835	168.86862274815195	15.894897679961533
25	0.01	2.1392720390047124	401.3800193442541	5.1	0.4581801969892423	2.7617552228451165	3.0016631253764396	4.30166226244114	2.7152447388670837	0.7809464768249255	1.8527871222066565	27.667572971637195	0.1512312302090712	2.5268570502292103	9.0	3.05	3.7162015841814573	0.29301829720012595	0.4305851771971237	0.81	2.1095240579857353	37.0	326.3606671580161	28.641967511822976	176.06915328802822	16.5692173343972
26	0.01	2.234216935985173	393.67434671421813	5.1	0.45461365916297525	2.6845365901897345	3.0598348217511693	4.363621507715548	2.8120076068899658	0.7828913943101045	2.3800029760106387	27.98293181501388	0.14823168626584482	2.5015568294803656	9.0	3.05	3.529568576716488	0.29473608044239213	0.44706597775951734	0.81	2.1194751517126384	37.0	324.0339448249492	28.696300300771718	185.68128804609586	16.302781682776512
27	0.01	2.3233127796330386	384.62285389159564	5.1	0.46568899478119963	2.6641360273613226	3.0507378774624936	3.99877801976145	2.403206575970209	0.7599282542406585	2.076270990497353	27.978799360525034	0.13487522036476066	2.5577730866237482	9.0	3.05	3.5699968508379727	0.2960413679231029	0.4472138229758817	0.81	2.095554349297757	37.0	325.19622661204215	28.699808510580908	185.66527158188094	13.917174058001278
28	0.01	2.3798606857809417	386.02101772598564	5.1	0.4464374747489735	2.6954476576407416	2.9973858152018966	4.098994199164597	2.6070293284851997	0.7955369751833032	2.1645580936266726	28.122699726409444	0.13908080066171521	2.4564794954507807	9.0	3.05	3.1780287528622955	0.2943288402571658	0.4549836739255506	0.81	2.0875698503633857	37.0	330.9798947040713	28.644554335715835	182.1513687591692	14.402426659788082
29	0.01	2.4311835373745287	377.4238039239974	5.1	0.4611759880928759	2.668843160925959	3.0194503153893266	3.983752880339003	2.119729865134046	0.8663155872865744	2.1823929472956127	27.69278449946764	0.15406209187058068	2.4806281433209123	9.0	3.05	3.666520909972931	0.2827822885966873	0.44556950686431696	0.81	2.099870788189008	37.0	321.69624173499267	28.743562456289148	176.55050217492493	15.728851213228165
30	0.01	2.63743715621868	372.5090809971884	5.1	0.4421457056969472	2.753398869347191	3.0001055931108422	4.167664323660251	2.3764912203148008	0.8344820564345541	2.15738745414105	27.124384401966573	0.15499400573356584	2.5783007443248493	9.0	3.05	3.3754186976559377	0.2861958853725986	0.44894326531494516	0.81	2.0535433035983006	37.0	323.9249740644905	28.601913689915317	174.1453962783788	12.113479502474481
31	0.01	2.4440115706518264	384.02359837719064	5.1	0.44815294417517465	2.7082066307663326	3.060316487565451	4.344329591448732	2.374660714765283	0.8036832360804804	1.7173610562601036	27.385586276779357	0.14211085455643757	2.5447020733268757	9.0	3.05	3.457050334110826	0.29493274871156455	0.44613396089443186	0.81	2.161944316233366	37.0	326.306001942287	28.67938081691931	183.82422137483846	12.120503470600436
32	0.01	2.3471033089522226	384.7524228786767	5.1	0.4694743281193061	2.712874387770722	2.9748350826731342	4.025871222536433	2.429250307797881	0.9464023434701554	2.3258614601217813	27.11117906564201	0.15191866347684566	2.506797098961828	9.0	3.05	3.245310802750491	0.30467808876518565	0.4628978394472562	0.81	2.114771821628905	37.0	313.98063126290293	28.727997867127492	194.03493820401292	14.456663917566354
33	0.01	2.301646625252175	389.71346961361814	5.1	0.46704877626491453	2.6549205446777786	2.973327463345396	4.051339407532454	3.4842684661679324	0.7711781329000641	1.960703687821401	28.526361121466778	0.10571202439274888	2.5148878425648213	9.0	3.05	3.2527765780624516	0.2811133313690659	0.4295055526042732	0.81	2.0129507559596624	37.0	321.9420368983944	28.87105499556611	168.7875388953589	16.458384013399954
34	0.01	2.24962398503014	385.6245834978305	5.1	0.47092205299866385	2.70937184204993	2.992935715353356	4.09874442720922	2.8261382564016433	0.9130112969518659	2.340489126954836	27.693120370305593	0.1524577159104368	2.4891991726132146	9.0	3.05	3.322102899867564	0.2863908527777288	0.4545563032285532	0.81	2.0778190506461236	37.0	319.0751764872197	28.670582222451497	176.6276451540292	13.82439150821517
35	0.01	2.9985368616283146	352.1119783112418	5.1	0.45099603379700537	2.743319624091791	3.0337015702935917	4.593745447776644	0.8145741523830842	0.888628106816747	1.669491268837683	27.415587586703268	0.10483849747131076	2.3744232552381836	9.0	3.05	3.5878475421833205	0.2760725681803983	0.46266818197704024	0.81	2.048880226277803	37.0	333.68104159685123	28.886579339431968	173.22865791947012	14.133991215779144
36	0.01	2.395815035468341	374.67274655446795	5.1	0.45496106790668067	2.7125459670110783	2.94573533590273	3.975571574081297	2.6774405814672244	0.8745696156206931	2.380304401310667	28.432900495767274	0.15020606933332142	2.5224463734328038	9.0	3.05	3.4407791145055855	0.2860771860079942	0.43975060303967684	0.81	2.1770419126861023	37.0	326.9466944598538	28.656773859260237	184.80731586491626	13.997858212312794
37	0.01	2.4422642313868224	372.92736908965503	5.1	0.4681513461445627	2.728023576537993	3.0518506336486837	4.048723607530844	2.901109238657519	0.8090041333286881	2.130293616004929	28.103121541105814	0.13088265857177778	2.5532002032730694	9.0	3.05	3.241128983200425	0.28479207693247727	0.4468207625531541	0.81	2.091249484042636	37.0	323.6232080647056	28.78151049524288	179.36766592212533	14.372798066915461
38	0.01	2.2470486465834436	401.4090397399081	5.1	0.4418187469085886	2.6891499637580467	3.0405809824642502	3.9510887492498132	2.5617388954987894	0.7475504656774025	2.1625362528716745	27.775522042636346	0.14953466777062502	2.509731545791431	9.0	3.05	3.560082580672516	0.28494902726619953	0.45725180333937754	0.81	2.1476890113073024	37.0	331.33543788721107	28.502757777311132	182.48133744669911	15.413034401228417
39	0.01	2.4488793267257023	388.3560940391814	5.1	0.45049850881390524	2.7452710287683444	3.0335980482171325	4.02309798326081	2.8348395000979636	0.7835968774159809	2.3071256040133514	27.427733110353852	0.1333325902383339	2.5043774148626112	9.0	3.05	3.3588031551262865	0.29114046309188973	0.45026435744765175	0.81	2.0720142125383445	37.0	326.2743226736384	28.72276145147091	183.07077426151122	15.063468604146616
40	0.01	2.2065142100945017	392.78243687529226	5.1	0.46749746026641964	2.697629733774884	3.0318919774164623	4.144419858360567	2.5282774253569142	0.7563744158053056	2.35590919283323	28.10932479781161	0.13943666221936404	2.469098295032862	9.0	3.05	3.4095723668871685	0.2944611936055726	0.4315745135752976	0.81	2.0667356004980006	37.0	324.1580570717511	28.797961456093113	187.16505985911166	16.31050208017645
41	0.01	2.6224999452665516	375.3259364494473	5.1	0.43964506421210575	2.7940003816374017	3.026399715180328	4.579072783205539	1.6599119646506388	0.7431938710260592	2.396567682580711	27.63728584032524	0.14574738059331485	2.5012959703793247	9.0	3.05	3.561786507357578	0.2928338665556987	0.4357971568112444	0.81	2.0718239889477803	37.0	334.5012674503331	28.833931927096323	170.15673233148672	15.26317364424424
