# -----------------------------------
# SAS_MoCa Version 1.5.0
# Tue Apr 28 14:10:46 2026
# -----------------------------------
convergence:
thermo:	1
maxcount:	100000
conv_threshold:	4
neg_water_scale:	5
statistics:
scale_MAD_to_std:	False
hist_mincount:	10
# -----------------------------------
datafile:	./data_pLUVs_POPC_OmpLA_PL600.dat
save-folder:	RES_POPC-PLUV600_01
qrange:	[0.005, 0.6]
model:	pLUV_POPC_OmpLA_RecBuf
temperature-init:	400
temperature-gain:	50
target-X2:	2.0
data-binning:	1
error-scale:	1
iterations:	100
processes:	24
plot-only:	False
state:	monomer
# -----------------------------------
# Collection of the result parameters (medians only) for each iteration.
# -----------------------------------
	Norm	nv	Rv	Z	x_p	d_Chol	s_Chol	d_PCN	s_PCN	d_CG	s_CG	dD_C	r_D_C	s_CH2	d_CH	s_CH	s_CH3	r_PCN	r_CG	r12	r32	T	V_H	V_BW	Con	X2
58	0.01	2.291340419286015	387.8963503252444	5.1	0.4557325012169547	2.5895326937649834	3.0405935550668253	4.799761060377383	2.3514391420611362	0.7658293846245922	1.7507402979389786	26.62480013052013	0.15697032503685454	2.357765143887265	9.0	3.05	2.8714748263188157	0.2982415626673688	0.44724672049601594	0.81	2.0984659125709477	37.0	315.0101826514042	28.491996858783665	183.30323901730375	3.4193766466704965
59	0.01	2.15113239317007	394.9426398946494	5.1	0.44106059840974565	2.736603565618926	2.9294727175436055	3.7684269416912697	2.7271177802750306	0.8917870813827324	1.8629426090502812	28.26360672873189	0.13820860946967903	2.5611713582229694	9.0	3.05	3.572591375142358	0.2944393008118945	0.4469889669476302	0.81	2.0701875771553424	37.0	323.7654529396118	28.195216861854533	185.66858720312865	3.1283763541117886
60	0.01	2.0965122271981125	418.11847738995954	5.1	0.4444800957845571	2.721859893996627	2.9590173191274265	4.472730271202655	2.77331214332425	0.8171973305637131	2.527877965006685	27.049142964569548	0.12029672112169655	2.514565598010922	9.0	3.05	3.282776827402591	0.2991158531852795	0.4485698480686096	0.81	2.1333322635116985	37.0	328.02665028608556	28.508605389460033	180.04044021409524	3.1821349316931284
61	0.01	2.4313606502673855	374.96965588830705	5.1	0.44018096183294864	2.7580645803045303	2.9685233612800546	3.5265529359304693	3.495506130033522	0.8183465943069596	2.0139119179766043	28.662104627989972	0.13642208889118493	2.6215020171909997	9.0	3.05	3.447145870751712	0.28554747502349115	0.44343623953678485	0.81	2.101773496364659	37.0	320.2685132283892	28.377464232535978	175.5137696758225	4.4377361782947595
62	0.01	2.3613184915173155	375.4377027687624	5.1	0.4635584558722826	2.7342783878350017	2.9796858613760877	4.389109385352653	2.1256154682159196	0.8771527959432606	2.292757698999056	27.082844332259562	0.1474532432991421	2.5664986319835723	9.0	3.05	3.260624192699775	0.2930471719918508	0.44468339233135035	0.81	2.129009491866575	37.0	315.7638821688911	28.536076623597214	190.68470203738704	3.3760388250936404
63	0.01	2.006021003598204	407.0222974545174	5.1	0.4520267136401005	2.721134521763113	2.952854449363925	3.601054049763299	2.1261795949659597	0.809804149996016	2.2040227426886063	28.550270888983203	0.12671632098669106	2.4907366272973994	9.0	3.05	3.5960842813617035	0.27997077246365176	0.4476259288043272	0.81	2.0663483807335425	37.0	324.1545212241572	28.215818439139365	175.63041451784528	2.754613914999372
64	0.01	2.3692057449619903	378.9977958454073	5.1	0.45757495727357206	2.7349270555985545	3.027076254613376	3.6929015091937103	2.614346820107731	0.735552893887921	1.9848538159074323	27.9137896856734	0.11861871451235813	2.4286606849727175	9.0	3.05	3.6244234643876125	0.30485136743120994	0.4639154325770998	0.81	2.099075276663594	37.0	321.9530450555858	28.355314060767686	197.0576523114995	2.6442020553562386
65	0.01	1.644119037135729	450.0120958043697	5.1	0.47033707311922623	2.74447938702521	3.0114247920725097	4.800256430340979	1.6937582415012316	0.7641411743934321	1.99205930936571	27.143249392561145	0.14428173809546008	2.581225633324408	9.0	3.05	3.1305851456918408	0.28182735185092295	0.4504698131026255	0.81	2.2134133788529393	37.0	320.32025052322024	28.51490359213471	177.31840951053604	3.6590866239323865
66	0.01	2.0919506915043167	403.46769593330333	5.1	0.4445469481864633	2.7459011033354703	3.0578320915291797	4.237567932943596	2.4684274383756675	0.7405844983077321	2.2739532670472453	27.89379532270722	0.13190874767092592	2.543258432141078	9.0	3.05	3.2118155988223895	0.2854220212512036	0.45681826284075905	0.81	2.133172702980161	37.0	325.7369217029841	28.318748718708736	173.38344915058454	3.3045779964174042
67	0.01	2.9288373696583907	360.17175161916134	5.1	0.4094913896575423	2.7193267901169094	3.034871770987279	4.036481524954394	3.3123247175861503	0.8437811685644355	2.252563589852504	26.76881055470971	0.15387857674662392	2.452958243241881	9.0	3.05	3.611672430273107	0.29939318214508026	0.46150762088308506	0.81	2.070186297056931	37.0	325.1058803250073	28.179511312302434	189.53393167835497	3.6083652380997786
68	0.01	1.8380486896648864	432.7326363493014	5.1	0.46215366313146333	2.596911851191374	3.02543460592515	4.105572642909784	2.4569488492792333	0.9570492506008184	1.8684791519428543	26.97419613058253	0.14874047517784622	2.623437864650345	9.0	3.05	3.570649895923925	0.2950260044304933	0.45639573221252144	0.81	2.110853274371586	37.0	315.19588171869043	28.46650316671161	191.66528208165371	3.8882426619063475
69	0.01	2.2309212324986745	404.227341826549	5.1	0.42309426555568447	2.765740738858472	2.9763220817753595	4.3402336946595925	2.434782300684941	0.9085039264333933	1.7701161663372078	27.45794313937996	0.15136229399744852	2.38623707049609	9.0	3.05	3.4476664121224947	0.2872495572392196	0.42981257030867	0.81	1.9889602478437445	37.0	325.1492735735212	28.394145390168042	168.24053044403607	3.324722370980531
70	0.01	2.331598493372995	371.61142553091304	5.1	0.47889567237719544	2.7528775914981507	2.9598511282099103	4.2878995579969965	1.9211774218157884	0.8979840098150529	1.5142860097307755	27.376830798723883	0.1500602379068943	2.3692147441284885	9.0	3.05	3.4534418103516837	0.2848431613472898	0.45395245849551596	0.81	2.1218755133892184	37.0	313.27751786526835	28.568164375539002	188.46571897079826	3.1424639990997942
71	0.01	2.742751236588153	377.0115455060717	5.1	0.441260838898665	2.800354965240375	3.0549877500878773	4.0703105484017765	3.382806846364317	0.8489442107270816	2.461647650542779	26.37368663634425	0.11215284056028955	2.5091403135339996	9.0	3.05	2.7144324322711157	0.27410020103864635	0.4715470507535656	0.81	2.0287475513058677	37.0	319.03804867887106	28.540006807560985	173.67626423076814	4.145833156817757
72	0.01	2.5167606788166186	371.0960514194381	5.1	0.4571996468672829	2.6824685895986145	3.02683070431077	4.694055967962778	1.3833419299521985	0.7891671541778955	1.8906029495250407	27.430565552807128	0.13976915661024758	2.487087834241588	9.0	3.05	3.3201927741792576	0.2874033444526921	0.4452907440799816	0.81	2.0823178773422004	37.0	327.40512814514443	28.652332093026935	187.20686799180746	3.0533993274200384
73	0.01	2.7071415014305766	361.9942806311284	5.1	0.4628806822830913	2.6230819626829662	3.010319408310296	4.051877885212154	2.562485322681731	0.8041468418730054	2.426096388312653	27.238388525718563	0.1287756037859852	2.5614983634864132	9.0	3.05	3.4909149852093972	0.29361713252037913	0.4467082148160298	0.81	2.162654879806737	37.0	319.78172394149743	28.672353289178858	190.09206147668564	3.8522193946488295
74	0.01	2.2313190060873214	386.025019981563	5.1	0.4166141089891815	2.7565104994141043	3.0426883929295565	4.115805892979927	1.5235803554210527	0.7740536233129139	2.6068979461084165	27.10993854273941	0.19728769502520735	2.5458093332207494	9.0	3.05	3.16840644962462	0.28462242999690135	0.46656759746575993	0.81	2.0445103546911567	37.0	316.3139026231707	27.900722946289527	183.51116959326905	4.224366379732798
75	0.01	2.6396547529256127	364.60129427152924	5.1	0.44832823802767674	2.7157136378617968	2.9703945282304547	3.956339912801782	1.0686820704353495	0.7890491648038456	2.599052746181728	28.125234782075406	0.13317289733215232	2.703199200007443	9.0	3.05	3.541599442984974	0.28753397904265054	0.45292638700466303	0.81	1.9818627428181117	37.0	327.9108285059625	28.643029577962402	185.1204040073417	3.6414438741156006
76	0.01	2.2006032631979786	402.07886998414756	5.1	0.44213301595592536	2.601562376228312	2.9815790926742	4.161910808610741	2.580210311462839	0.8512180418350291	2.69208019463366	27.40137979306726	0.1544401302103596	2.5156022058506706	9.0	3.05	3.6647832536815086	0.2878239738126953	0.44261737359957104	0.81	2.134472600396542	37.0	320.8857645340843	28.475679904879723	176.53920350191905	3.9125168685809224
77	0.01	2.44218541714143	373.5935633110051	5.1	0.4472485067134048	2.5969965229820686	3.0301795974292456	3.910066504055204	2.0403852180412265	0.8712927168627413	1.8718877195109702	28.096899145820153	0.15257616944630836	2.414140441369347	9.0	3.05	3.4406731319677184	0.29261254049698754	0.43825760780977513	0.81	2.0681501842552783	37.0	326.85026324554866	28.425660994134756	184.00791273012905	3.988575139323383
78	0.01	2.2199911580819647	398.9598584014992	5.1	0.4498908426295809	2.721112859269005	2.9940417832717965	4.292577424623668	2.370650243850395	0.7699370992425596	2.2189313475220898	27.398725942178395	0.13493462965363484	2.5119221035993022	9.0	3.05	3.298022759802133	0.2943434488000464	0.4451514118590697	0.81	2.0767698315360614	37.0	320.4469603411727	28.496313653157006	174.82828239520185	3.24144652496076
79	0.01	1.8710682216176022	418.51245883505914	5.1	0.42947537396188923	2.811450536756846	3.0008317034030925	3.6476249734313604	2.007727545579231	0.9234835192397479	2.6731340920040885	28.853347867545367	0.16202592742123506	2.5588251499975354	9.0	3.05	3.5261914219058026	0.27951975645841726	0.4277201612468023	0.81	2.09738379022954	37.0	327.85208427327177	27.991775900278466	202.84803271214977	3.9161313558246973
80	0.01	2.1673654375622564	404.38187265050937	5.1	0.44901772785585314	2.7151847556736968	2.9326406616699376	4.427615915495241	2.9097541610181867	0.8526315555334321	2.72407767860653	26.72401294465533	0.14294891576451307	2.5034717950315755	9.0	3.05	3.519075337017771	0.2911410745377368	0.4455643127683281	0.81	2.069750011671829	37.0	312.01805216749324	28.415857594423656	178.1392412810934	3.182892215604412
81	0.01	2.400419862889017	388.0024026832493	5.1	0.43455857119738084	2.6804231565376306	2.992857937897394	3.6513765173954518	2.3463552890144865	0.7801865614050134	2.446620457135369	27.947544071333812	0.13008947158078446	2.539236405967064	9.0	3.05	3.5272605243517767	0.2923152812341645	0.45543931132096394	0.81	1.9917980002111522	37.0	324.1883614768298	28.364174135123175	179.87356813525466	3.114709145623774
82	0.01	2.244080495472371	383.97055077738537	5.1	0.46582099503665575	2.7076805679003395	2.9592841376159655	4.34954165341958	2.5990591324216386	0.8705815040328795	2.5560799033563297	27.503368846761195	0.12084519097819377	2.494673552657774	9.0	3.05	3.3456155380268457	0.2915714635592126	0.4490440180456887	0.81	2.122599135139025	37.0	317.56894396464423	28.380331041586576	184.79812716145992	3.0227046005265574
83	0.01	2.373157492695982	382.9887253011437	5.1	0.47238344944051364	2.693531348407756	3.1359801127458664	4.823251660312976	2.0120468452201155	0.7657347145763147	2.659895100772489	26.610734242304822	0.13647379925819614	2.535116465181698	9.0	3.05	3.2381142174517263	0.2950574762241767	0.44542529937414443	0.81	2.194465032306077	37.0	315.8292063148112	28.706709571094773	164.45239762600372	3.2590702441444885
84	0.01	2.444238595348627	385.0464409410665	5.1	0.4380957985150436	2.764494474408478	2.964744250151238	4.192865210990513	2.5172236768166645	0.9482466301092717	2.5546219819190648	27.473647740710415	0.1161776490538462	2.590830319382814	9.0	3.05	3.3427706256510445	0.2835105142128363	0.45088371588384657	0.81	2.0891768750400455	37.0	329.528350948436	28.453829696316166	176.2530977913425	2.7452547432442653
85	0.01	2.2995254492782045	386.1068101010081	5.1	0.4577214420555517	2.7518424441542733	3.0035698622968527	3.814943243010067	2.6869141425067284	0.8210743142559831	1.8431523317706808	28.08114392187109	0.11667675943096216	2.3764857036956024	9.0	3.05	3.3324952399139036	0.29507264829628094	0.45263366568180435	0.81	2.12889441697685	37.0	327.49560414394864	28.491693440734807	169.70113300832963	3.064673515892986
86	0.01	2.2408096509754185	397.2493801933238	5.1	0.44816661410641867	2.7202276624106365	2.923463322018558	3.686282744662377	3.004655073859035	0.8583123848318442	1.8834357442275407	28.022582740999535	0.10750573434205789	2.560973202149934	9.0	3.05	3.6095890324258124	0.2909157985814374	0.4570090896819615	0.81	2.1309316937549574	37.0	325.66879187259775	28.397142677135037	178.86573836873393	2.8955672418094456
87	0.01	2.222292747303196	394.05477410580994	5.1	0.45930007670460404	2.6796291667925285	2.945969031939462	4.057582573750792	2.5036694240805333	0.7430141493856842	2.5707578538538223	27.834618217370963	0.1310034204228587	2.5678754866478504	9.0	3.05	3.48251325843057	0.2862599819749632	0.4582681440996576	0.81	2.1244658256254105	37.0	324.46998144993916	28.51507237883767	177.8333277029674	3.4712038078126106
88	0.01	1.765456607105039	451.7594752166992	5.1	0.4534215449451014	2.746763309278589	3.0283564771893334	4.812481593661239	2.5453041895910156	0.8141874310136191	2.307337708327321	26.87760123220169	0.13866382938891866	2.514508436895442	9.0	3.05	3.374708874085659	0.28765605831885965	0.4460545582220677	0.81	2.1194052723019854	37.0	325.29242122424324	28.534807846016705	190.34907252317822	3.805311622733366
89	0.01	2.6276300096113028	361.0796009805852	5.1	0.48245468600539876	2.7327556163879976	3.0520663789502893	4.291197500420384	2.240292077509032	0.6324167985515572	2.5117556323262935	27.888208676170667	0.09500145425446307	2.607147955368983	9.0	3.05	3.3587299263136963	0.28725554532622033	0.4533990687815232	0.81	2.1529106515945324	37.0	322.84698762352224	28.938117376933675	171.35134752024894	3.3878779083581727
90	0.01	2.0667271639891664	398.8607713711396	5.1	0.4829747738421001	2.657164666255206	3.0343754236915044	4.176301582666859	2.695582448314761	0.7720846965427505	2.2875355585468387	27.301890548171507	0.13729514122234418	2.455298796911369	9.0	3.05	3.5618321623767764	0.2984801826119838	0.4444479010957373	0.81	2.0786068617577618	37.0	307.58488751525016	28.55091201647231	188.8659312143651	3.1165748944533687
91	0.01	2.3264652807065285	381.6263185930755	5.1	0.4533033677027594	2.722009619274207	2.9266417692780013	4.464399962210684	2.649349784167533	0.8376837049244861	1.8857514552831147	27.369178472716186	0.15099591764459966	2.517452445031046	9.0	3.05	3.5001204043924354	0.2863570448019726	0.44843726897500213	0.81	2.0888511882482335	37.0	314.9801460631547	28.569028636157626	184.10266543617863	4.146061358491777
92	0.01	2.7199948839289516	358.1181336173666	5.1	0.44977242894849206	2.6912927398113506	3.0249870515302355	4.552532450015299	1.3719390830584537	0.7151785844836936	2.5473611819663264	26.977262924629116	0.1605826678359189	2.4480537974048002	9.0	3.05	3.5970395191389706	0.29106308808066905	0.4637022387538368	0.81	2.049480446061759	37.0	321.6414619043103	28.55915354063847	181.28264697461773	3.446522339307243
93	0.01	1.54719825915929	465.11007117276995	5.1	0.45143837687996385	2.7289787547059126	2.9905035796626485	3.7307394269714704	3.4342204773980107	0.8916136891543285	1.8441081371572319	27.78236198096221	0.13786650037362083	2.4879986028657255	9.0	3.05	3.8472762702206618	0.2863436376453135	0.4527294207395915	0.81	2.133506264575653	37.0	316.0821885428404	28.082787270221196	207.8491728773674	3.5923623064773125
94	0.01	2.627971104088627	365.0630028278892	5.1	0.4538472118497347	2.6809700773638294	3.000420317521157	4.457765283769268	2.1890178065763486	0.7377832746288153	2.3147137279466197	27.101793617643494	0.1278209737352691	2.5287770476126017	9.0	3.05	3.3410848202837795	0.295393196343703	0.4599656081488553	0.81	2.081677747100119	37.0	323.2416441921563	28.479119085187207	181.59466906035814	2.750335292061502
95	0.01	2.755224556573988	367.1988163169474	5.1	0.4093083469676569	2.6851934803097595	2.9530423944859656	4.262319359917391	3.3060801678702942	0.6919486405332288	1.7960294113228534	26.987797244915228	0.15420138491859028	2.4581696869796823	9.0	3.05	3.4805569283391726	0.29009371459901334	0.4604153098185309	0.81	2.097293226098827	37.0	321.42304159366887	28.150444248497095	174.06736855058108	3.5915339869473524
96	0.01	2.178593127903915	396.45362658416843	5.1	0.45016692540972747	2.638919065059547	3.0856987213457696	3.9979412234246348	2.3638955797566226	0.8256237193101251	2.044869350700587	27.52544066218399	0.15378335019999576	2.5509868783869742	9.0	3.05	3.4303795751217177	0.2804251800896399	0.44902735752862916	0.81	2.062928769838635	37.0	320.7384186276088	28.35245961098912	180.42923636769112	3.942347685041117
97	0.01	2.2298131290458625	409.9830552726574	5.1	0.43383092215594915	2.694950329289034	2.9215415404625604	4.106485687943709	2.7953553298119393	0.8041660392226447	2.0707966108654015	27.347838662693782	0.13615369917135642	2.499589516490021	9.0	3.05	3.0878201479740763	0.28987426212666184	0.4552978223335069	0.81	2.121567596633664	37.0	327.98755497215893	28.4939762290108	189.8715529361383	4.1317864302828005
98	0.01	2.30409618381771	420.3966316590041	5.1	0.4189926986694414	2.6811028395042054	3.1117129234885237	4.92152047079157	2.181548993476048	0.8107316487300565	1.8924042270152532	26.358184738707042	0.13950991627212725	2.5509136362548244	9.0	3.05	3.5781023547241095	0.29172142934853307	0.4538985510852611	0.81	2.115592307729972	37.0	336.3795313209633	28.650646209725902	172.5528082599506	3.9875325487840407
99	0.01	2.4209750974985527	373.7631761877932	5.1	0.4487788352490355	2.505923877183139	2.9554307954199257	3.922617169247486	1.95251738851735	0.7789347735862876	2.528591784067827	27.67967663571478	0.17623453978353376	2.4686779792806646	9.0	3.05	3.261344817923212	0.29465831813675136	0.44286945669883143	0.81	2.0560163272471654	37.0	316.65160419361496	28.466993415566655	176.5515681476531	5.067550903122714
