# -----------------------------------
# SAS_MoCa Version 1.5.0
# Tue Apr 28 14:10:46 2026
# -----------------------------------
convergence:
thermo:	1
maxcount:	100000
conv_threshold:	4
neg_water_scale:	5
statistics:
scale_MAD_to_std:	False
hist_mincount:	10
# -----------------------------------
datafile:	./data_pLUVs_POPC_OmpLA_PL600.dat
save-folder:	RES_POPC-PLUV600_01
qrange:	[0.005, 0.6]
model:	pLUV_POPC_OmpLA_RecBuf
temperature-init:	400
temperature-gain:	50
target-X2:	2.0
data-binning:	1
error-scale:	1
iterations:	100
processes:	24
plot-only:	False
state:	monomer
# -----------------------------------
# Collection of the result parameters (medians only) for each iteration.
# -----------------------------------
	Norm	nv	Rv	Z	x_p	d_Chol	s_Chol	d_PCN	s_PCN	d_CG	s_CG	dD_C	r_D_C	s_CH2	d_CH	s_CH	s_CH3	r_PCN	r_CG	r12	r32	T	V_H	V_BW	Con	X2
35	0.01	2.2943318123426457	369.59150975278675	5.1	0.4708369033818808	2.6593090866695848	2.943251297777931	3.7891372433177324	2.1554968970968145	0.9055122684888839	1.967979063227532	28.60965952872916	0.15172083446166476	2.490657789377009	9.0	3.05	3.4846716233186354	0.2910922711963664	0.4533763921069306	0.81	2.1481772784343494	37.0	320.1658347319024	28.553454699576523	173.50389264550955	4.665449901422475
36	0.01	2.1707016769008485	410.5538823936557	5.1	0.4444285030943925	2.795502847712997	3.068952768326926	4.040729855232089	2.934003842899882	0.7960986611414035	2.4534924198318646	27.204992558553485	0.11297569355589256	2.4742731951709422	9.0	3.05	3.3186305525161868	0.294879596054105	0.4534291276537589	0.81	2.0989755443318954	37.0	322.64798177159696	28.469529402641218	179.32305880538678	3.395496766977956
37	0.01	2.158887430394233	394.263676637486	5.1	0.462689043486322	2.7024641728310606	3.006063347130618	3.6112253345643213	1.5374306943370368	0.8032791846369411	2.099006541471739	28.399249324553228	0.11946972237133492	2.4617301952311927	9.0	3.05	3.539169684422359	0.30029375839614647	0.44588379235994324	0.81	2.039671314499577	37.0	323.5428570138941	28.547085785400622	179.51105669582805	3.2867291294461705
38	0.01	2.435669470893161	379.21552465877676	5.1	0.4498161133421022	2.6978531845223923	2.9980949011493947	4.342376185477002	2.3993802827242408	0.803518009930592	2.286900378226849	27.504205336991692	0.14069723204772025	2.5089122597753857	9.0	3.05	3.2806409338799343	0.291834874060962	0.44724128852824757	0.81	2.0467600359250224	37.0	323.6487362118805	28.549524139952357	182.28518967414064	3.289728747552349
39	0.01	2.4610931057541796	378.4328438097145	5.1	0.4509819924676936	2.7762941701955985	3.103804113429458	4.408160851406543	2.4819883858461758	0.7155633837014127	2.428152764943584	27.271384270610227	0.1402973165930669	2.462392381625911	9.0	3.05	3.2872221441392573	0.29514997711297425	0.45146959652535573	0.81	2.122109836717514	37.0	319.0678026841027	28.622017794832857	183.2237182384784	3.5844503070067515
40	0.01	2.0184174754126745	413.7283393842867	5.1	0.462697711393408	2.6185812905970884	3.081203271307187	4.070739435814419	2.51887241993701	0.7490374799922195	2.219093656259748	26.921242186891522	0.1564726994648712	2.578148160970426	9.0	3.05	3.7503661544078777	0.2973227707261174	0.4559091082854921	0.81	2.104197596275284	37.0	310.8246097654341	28.455950970413596	189.90046783358463	4.219737248181086
41	0.01	2.305869774684995	388.2704608274021	5.1	0.4550366094721071	2.6385619185720923	2.991598825692185	4.425228842976278	1.9774822309757791	0.8580370041428351	2.3916135385480732	26.918076365022067	0.14090652492757536	2.509236502615195	9.0	3.05	3.377140318299484	0.287871837415984	0.4649542303881798	0.81	2.0684035321517302	37.0	319.56111491448	28.45379398071187	177.1695866414714	2.859386345469857
42	0.01	2.5756686351622395	360.3564357366425	5.1	0.4531438884353568	2.629940570993336	3.0423831332494378	4.388097627327305	1.6826336733580198	0.8615609032913656	1.9679630901582805	27.750517261683786	0.13513384947658527	2.5789159147660063	9.0	3.05	3.4090224527366004	0.2888236098776064	0.4377569774113546	0.81	1.999540469159555	37.0	320.6405152707538	28.474938849191126	174.53372679089568	2.7730472548429206
43	0.01	2.739595744154697	355.5401723229216	5.1	0.4413810745907636	2.7330443811962364	3.0851110543812217	3.771148778902517	2.61559548885739	0.7517815730192013	1.9304417502339875	28.06290613970012	0.15101912646065824	2.6731473593999886	9.0	3.05	3.189342337378053	0.28690870069504276	0.44350811278594865	0.81	2.020574402116081	37.0	317.82111422373686	28.528847565211574	183.92720044751226	3.9971065530581904
44	0.01	1.9876149672108518	411.39989586013934	5.1	0.46424947435310326	2.7794905980074818	2.9489677733267023	4.099632880424531	2.4868497943327377	0.7611019867534419	2.426329228731293	27.640230082991263	0.1351713578881687	2.5269181170505424	9.0	3.05	3.484063668940622	0.2915853500908841	0.4564513390610525	0.81	2.176927071389518	37.0	319.67288047391185	28.4398278317253	171.97730460179818	3.114793853179524
