# -----------------------------------
# SAS_MoCa Version 1.5.0
# Tue Apr 28 14:07:06 2026
# -----------------------------------
convergence:
thermo:	1
maxcount:	100000
conv_threshold:	4
neg_water_scale:	5
statistics:
scale_MAD_to_std:	False
hist_mincount:	10
# -----------------------------------
datafile:	./DMPC_50C_tmp_submission.dat
save-folder:	RES_DMPC-example
qrange:	[0.005, 0.6]
model:	LUV_DMPC
temperature-init:	40000
target-X2:	5
data-binning:	1
error-scale:	1
iterations:	100
processes:	24
plot-only:	False
state:	0
# -----------------------------------
# Collection of the result parameters (medians only) for each iteration.
# -----------------------------------
	Norm	nv	Rv	Z	d_Chol	s_Chol	d_PCN	s_PCN	d_CG	s_CG	dD_C	r_D_C	s_CH2	s_CH3	r_PCN	r_CG	r32	T	V_H	V_BW	Con	X2
41	2e-07	1.4418108078644905	473.89849952593283	7.379405053957335	0.9780984670474652	3.0093310565119356	4.223758603633823	2.7886051586933824	0.83787761137481	2.437870749101934	23.49807790619184	0.03296360401163134	2.425151579310434	1.9229616476778228	0.3073252355802584	0.441599038090557	1.8944295640231559	50.0	316.1552316675227	30.358514930001633	0.00224545184925628	23.251827927101477
42	2e-07	1.439080238955855	485.76037428714045	13.620577882893453	1.0194862717257411	3.086170221192843	4.276832132908216	2.748506261649592	0.6846814106567791	2.452144337277165	24.06532279739769	0.0364703229758634	2.509467283882667	1.9773706622771097	0.29484483114256665	0.4302527598832278	1.9448280708471837	50.0	321.6021962484591	30.39529380780074	0.002245002780845788	22.02884846494689
43	2e-07	1.3354127155469067	499.773782243976	12.209009778446921	0.990649707559062	3.0338287326345994	3.9879824895029863	2.842734417362174	0.8622917138474235	2.4542355827790217	24.483789095489488	0.030222164544364074	2.614633534169266	1.7234991183102475	0.2933165921431814	0.4134881420972838	1.89935202410566	50.0	322.5304173815828	30.480589714020116	0.0023047298729048492	18.963589228541657
44	2e-07	1.338882312896158	486.6872304455138	10.813186928774995	1.0126118962908022	2.927529434601515	3.82301555547988	2.807343711206681	0.9389376739331646	2.4866688182623706	24.291956107346245	0.03235273136630535	2.4692085154615824	1.8011560985679214	0.2997453701043535	0.43092857888434555	1.9776705844727158	50.0	320.2974981320495	30.38535564850126	0.002197798085519003	21.346803192055223
45	2e-07	1.4860538019139127	478.8158189139114	7.991140573832773	1.0291399125855298	3.119560187813704	4.049391258349508	2.7467263901252617	0.8039605721761741	2.3625335170668142	24.034782899173873	0.031302638427360176	2.4509652449140202	2.0829605688545954	0.2864899488947928	0.45346561000693547	2.0160130113748673	50.0	332.0159956610222	30.422947041905132	0.0022167665967986034	24.270804544936535
46	2e-07	1.2988333335363809	479.0454793559795	9.323023943798095	1.0100525806370952	2.8943999981652544	4.458590128879774	2.7386928494908007	0.844527426924204	2.2748876333685604	23.42867671618639	0.03017074098940588	2.4837956307402367	1.666268269668465	0.2908067797865281	0.43539555003270036	1.9632908814068408	50.0	306.0196159106263	30.17177760785876	0.0023143549404492847	21.61530726737688
47	2e-07	1.3319136032011885	499.574160024196	9.845141818905754	0.969857442217618	2.917452974245799	4.4572668949995045	2.6412209443449672	0.6334312922852778	2.3533439629115493	23.87012418674968	0.034609294817296174	2.494358868477552	1.970747867061883	0.2960640623674526	0.43705536295937286	1.9704231360729763	50.0	322.27064439956064	30.3912085954114	0.0023023091063742586	21.37806778291925
48	2e-07	1.2543985966885287	496.2719935648549	12.61187681561	0.988886616026072	2.911440722907394	3.8361591868158125	2.8534618266361322	0.7266161026958089	2.30792294392113	24.550220258028613	0.03590278602842217	2.4141867574205618	1.954026707406845	0.29481757663130453	0.4279993109848418	1.911807461167209	50.0	312.8430595028412	30.35466048492461	0.002200507931851848	19.601049469204533
49	2e-07	1.5504164280465802	469.96184018092197	8.827600330280369	1.009810415584093	2.909233614751661	4.099638515370939	2.8633782903249427	0.9621513551295952	2.356564152615215	24.206017800199554	0.026088874312625694	2.4659625854368157	2.0622972412787743	0.2861231688069871	0.41726908392322704	1.9454304049511906	50.0	328.5808638999467	30.465502108734906	0.0022238797802252856	23.13640994534282
50	2e-07	1.2510732502895787	484.54931826600773	7.643855622724986	1.0140504530596886	2.8650733572260663	4.274631186958123	2.7890522016584294	0.7850103431395464	2.4807718015558198	23.59321140551344	0.031400134652273974	2.421766943841195	1.8404592405418416	0.27362909788391565	0.44475794009304687	1.9584428263864795	50.0	306.24845230500506	30.142050621864726	0.0022837130898173182	22.57194010246001
51	2e-07	1.488032118754468	470.4982186866957	8.792662196537407	0.9976308863126273	2.945708870427629	4.346924978843815	2.807962907284729	0.679129939308385	2.3291385969866654	24.714061464159236	0.028711142504825937	2.366109601165969	1.8294599656504815	0.2824436354245873	0.40648949313419724	1.9796553193417918	50.0	328.7951606356434	30.525120858088016	0.0022995808863351596	23.211010212787446
52	2e-07	1.2564055889877923	486.52289245199404	7.495022037766505	1.0549346046778638	2.96709574257456	4.077148707561614	2.917974243271603	0.920317076644495	2.58818189692074	23.49423608347877	0.030155945085383624	2.505236229939731	2.0944304523551955	0.2861437386482865	0.43454412403499665	1.8625272301339424	50.0	300.4535545332325	30.187220391400572	0.0022574455725914225	22.335591954170628
53	2e-07	1.3836769670470759	497.5927876661664	11.329982545045484	0.9583692119252126	3.0526661480364243	3.9266146347987405	2.8611286412794588	0.7687262445190229	2.3354663918999266	24.969018552649217	0.03509247676507061	2.4066960200031775	2.276056373741199	0.2811995707280393	0.4163137020397182	2.0338532703404426	50.0	334.19398399800116	30.639870676463843	0.0023008263016794195	20.057813156820476
54	2e-07	1.290843391103174	470.80404488324695	7.683983830430402	0.9743947722293416	3.0218857771005885	3.7111308432017056	2.947252273432031	0.8791190464290598	2.4483045370035366	23.894861041838606	0.034720352016389004	2.4017485789016204	1.9452712583302718	0.2997995364185808	0.45093302326840407	1.8827399510000693	50.0	301.12219605786686	30.18018339704557	0.0021543467091000106	23.80883976017622
55	2e-07	1.5573672744864144	492.42525356121587	11.372004477289948	1.0795647501047716	2.9987183949820313	4.315277255921071	2.8023172766938256	0.9107863434703405	2.278307728291587	24.076333243804033	0.030975751787891317	2.5169840860581005	2.005551477910211	0.29651106937696114	0.4198534225245785	1.9597227808379707	50.0	337.6034520632417	30.625667785342568	0.0022464260483162817	20.238268330773277
56	2e-07	1.4549338414970363	492.2116906114544	12.950196303228878	0.9952413581233889	2.9567249774167923	4.250158150838511	2.9497459062417053	0.7231122215309493	2.320307905585729	24.41651932258655	0.023246802601590427	2.473760879182522	2.0195109462719922	0.2989727724536887	0.41528967397349076	1.9697521654666876	50.0	328.98210397470507	30.537868496486595	0.00231553752514156	19.04789726028015
57	2e-07	1.4135935420799401	497.9000441526575	9.74885529453338	0.9641964102978361	3.1059147516221635	4.08800519870992	2.764512965478333	0.8259611924240828	2.4379661872611247	24.641168563853338	0.03295536553682662	2.529804234380774	1.83931188145799	0.2775070939102366	0.41613086544266525	1.940150244556906	50.0	333.8336261798458	30.620633517263585	0.0022694928698117223	22.58979022430415
58	2e-07	1.329648398946207	498.15350785398965	14.456946773842041	0.9463106903630331	3.0940324037948765	4.378777474026192	2.8564526397293366	0.6133502460330431	2.373499486634894	24.45338676083903	0.02847251764414849	2.449715778756546	2.010647891441093	0.27552934125514433	0.4021357805981956	1.8580634981946675	50.0	314.81255131334774	30.379205326681454	0.0022526250704197922	17.86092454207828
59	2e-07	1.431102346232983	498.7987212734889	14.536394506123486	1.0286188926460271	3.0882571695546637	4.0299955269797545	2.811304945504597	0.814618259425578	2.3542933419071685	23.995581933069232	0.03190448346731283	2.4534160860679726	1.9575814025192182	0.2977331527496199	0.43724450866931336	1.8666096512456871	50.0	324.79059116216587	30.44833951818087	0.00223340461048623	18.88687452354709
60	2e-07	1.2868213324719902	497.1294794390739	9.038403491347546	0.9840761817521262	3.0754220176903964	4.156705316149009	2.7208702707225485	0.6409956364428769	2.4104582851022767	24.210138224377467	0.027995564393552785	2.55153671050765	1.971304008431107	0.2857202207201125	0.4373552354349373	1.8948310414998235	50.0	316.8095928976166	30.338201782304388	0.002270860488935384	23.32298090040159
61	2e-07	1.417511630426849	496.5832329998442	10.772840827489603	0.916192077937567	3.054445779915853	3.8249433108313804	2.9205646110402395	0.856244258975045	2.4471758546048656	24.22923393118436	0.028715768606519032	2.505229510958139	1.9708822462065576	0.28664339891382495	0.44320993989046126	1.9299937308493094	50.0	328.54395524456373	30.470451420381	0.002254031992765163	19.681401357307358
62	2e-07	1.3138549715394572	499.53542732054996	15.053574730520836	0.9428015831945561	3.1139155298413623	3.837301037860718	2.8311045666511636	0.7772241352340145	2.3388547809250397	24.610950711499925	0.03271974563298808	2.5756079542705397	1.767355647242362	0.2791795679660879	0.44076181771801065	2.015234985991616	50.0	326.01471763093144	30.370858942188054	0.0022448874836829375	18.977760170505668
63	2e-07	1.4970302694593225	497.3198222741267	7.086744312530955	0.9419522809165461	2.9826594477915256	4.398647160333624	2.7538771465764	0.7413419207192984	2.379934699763637	24.261928129021786	0.027892882750171186	2.5587682654543746	1.974825630924174	0.28411142687745966	0.4221658581152866	1.9410553713609784	50.0	339.7032365310762	30.664506111058987	0.002312409565709202	24.29229461639922
64	2e-07	1.2487306174100397	496.6568408457172	13.200291176239663	0.9845410685785339	3.0060784538622958	4.01584421016241	2.829901528283696	0.7805296388113135	2.3359590781802106	23.974615238323267	0.026062512864976087	2.4007273699762917	1.7585756986827255	0.2977120019241896	0.4414189845424975	1.8967959477655123	50.0	308.6793678513381	30.210718639500897	0.0021816350147312613	19.452630264530807
