# -----------------------------------
# SAS_MoCa Version 1.5.0
# Tue Apr 28 14:07:06 2026
# -----------------------------------
convergence:
thermo:	1
maxcount:	100000
conv_threshold:	4
neg_water_scale:	5
statistics:
scale_MAD_to_std:	False
hist_mincount:	10
# -----------------------------------
datafile:	./DMPC_50C_tmp_submission.dat
save-folder:	RES_DMPC-example
qrange:	[0.005, 0.6]
model:	LUV_DMPC
temperature-init:	40000
target-X2:	5
data-binning:	1
error-scale:	1
iterations:	100
processes:	24
plot-only:	False
state:	0
# -----------------------------------
# Collection of the result parameters (medians only) for each iteration.
# -----------------------------------
	Norm	nv	Rv	Z	d_Chol	s_Chol	d_PCN	s_PCN	d_CG	s_CG	dD_C	r_D_C	s_CH2	s_CH3	r_PCN	r_CG	r32	T	V_H	V_BW	Con	X2
65	2e-07	1.2612527761483954	497.63863566869	10.408531526728305	0.9851920445108153	2.958123368887923	3.789670901077874	2.8358691562137657	0.7287484206681343	2.3642861507325756	24.704340248520186	0.03264119602699345	2.5725414534132773	1.8784101286236536	0.31312223923454596	0.42880431399606783	1.9692541497599731	50.0	319.54687192113624	30.48202609749397	0.0022629660169311613	20.074001628642947
66	2e-07	1.6622509773373046	462.638978154484	9.194081437256555	0.9330576179999936	2.9558919990428967	4.689738111523433	2.7189021362534085	0.6978213097965708	2.4057981197269065	23.58733027689257	0.033351800214280324	2.4054898411644112	1.960906881809311	0.289572937404297	0.4220147132636908	1.8891257526457543	50.0	324.3610630624038	30.44114637282335	0.0022836038267217227	23.673567692561814
67	2e-07	1.4179932276330027	493.57446905872416	10.019485395343542	0.9712848675309972	2.9772726668007397	4.302851213307974	2.8354172399278643	0.8161771704296337	2.36735038164959	23.668768100843064	0.02521819834279923	2.522615373575338	1.9037272735562665	0.2836330909846895	0.4381427933521435	1.9019936246880986	50.0	322.495534478153	30.349313226083346	0.0023487250144298816	20.692021966497986
68	2e-07	1.599588192711552	484.31439316270314	6.637701551141243	0.9535734859101255	3.0384739296882532	4.613090619366564	2.7971509663670786	0.7367769614091741	2.4122546281650497	23.19206475245654	0.03388713182225553	2.4636441877072306	2.1602087890305643	0.30064906812308523	0.438424946901388	1.855520646089603	50.0	329.32379658188313	30.513852520681017	0.0022574919437609946	23.803230543617364
69	2e-07	1.275449401744935	493.4416239741727	9.810231609446097	1.0022323374765305	2.8729965032926725	4.202170056128238	2.7666178617999906	0.8428681338833544	2.336909075062363	23.758327447756873	0.03284858068547267	2.4355915958606595	1.9352388023684295	0.2747088681289339	0.44208058120723076	1.9495291397333663	50.0	313.20640345955945	30.208460651420467	0.002265290926800842	20.637278484256985
70	2e-07	1.3563561340745363	496.51348112009913	9.840489170145943	0.9255333971250308	3.000294508034923	3.7957205386659347	2.8950683096512164	0.8864512204193742	2.3950632224113875	24.370831653023902	0.02878627479244792	2.4280340598940366	1.9476524312843242	0.2901740887978963	0.44148560150776883	2.0061293115803043	50.0	329.19260664445585	30.460457449955936	0.002283540418108698	20.733712811721478
71	2e-07	1.782959764196812	475.6813960021078	10.912582393586119	0.9926403492373658	2.9254006262885475	4.456828088925875	2.888529507171691	0.8240502075824595	2.3734811291487863	23.45124364652926	0.02982901473531576	2.5102284514858653	2.135822765261837	0.2848299276920298	0.43268297545561135	1.8282910555346974	50.0	333.7793912975493	30.514832938274036	0.002368433934321195	21.47164377892019
72	2e-07	1.2742957724150314	496.6717305523706	8.806653501957486	0.9397149406560036	2.8953558489748024	4.37625804075396	2.7185555591170214	0.8662485284674377	2.3801556736400777	23.891959340073914	0.029234334596860305	2.3952228467705323	1.5974535242945245	0.2829000400483957	0.4234382056894603	1.9970336012820342	50.0	319.67820108722617	30.303436123593645	0.002313530711886164	22.555336240929336
73	2e-07	1.3886476463324346	499.25550684338657	12.526643342111772	1.0354661758466652	3.071050280805577	4.170993298678719	2.870860351561475	0.8962071797969909	2.448965684728775	23.96338862326672	0.03258771613266594	2.392775361282697	2.0354286241034454	0.28116280244018915	0.42132290105157805	1.9118240927546082	50.0	322.4975278414625	30.429948468724362	0.002349325715489525	19.254945500412767
74	2e-07	1.3560750662233307	485.93649498728814	10.997655851184637	0.9819905213766511	2.9667169256827064	4.333229730204887	2.7691965304967647	0.8403898949190413	2.3135804736843957	23.502920292619443	0.03750091613831778	2.479867134031106	2.007898667855716	0.2890660916422768	0.43434776767376554	1.8845412791414458	50.0	309.6472016772888	30.28011105869812	0.002254064512832265	21.7101407017225
75	2e-07	1.2859566217438325	481.92371093601406	9.138270036941426	1.0057069428365149	3.0760215910624913	3.8858617618570195	2.836946149527177	0.7283964172474754	2.406045058864239	24.17666302194885	0.0355301741264472	2.4008951527205173	1.8518478748299838	0.29395884033631914	0.44780084921992613	1.9515373056318248	50.0	310.9283019029977	30.24971843996837	0.0021912826867615657	22.247370063777332
76	2e-07	1.4164502838709865	498.24779024959776	14.081504366432274	1.0220180264595726	2.9816353544789296	4.218638322884124	2.814096978057128	0.7634668636822993	2.427242015864422	24.28028568729711	0.030657673940509438	2.4582252451264797	2.0119576545964604	0.2882062434604427	0.4142274855637856	1.8701449825611514	50.0	323.7818969475421	30.492513377165185	0.0022838024648264912	18.389741001310313
77	2e-07	1.219237651991761	496.98754252353905	11.085284883008962	0.9899102954526515	2.9311913533908776	4.064343054680888	2.719070671049171	0.8746001011117752	2.444098350689951	24.17276980556706	0.03441922709853423	2.5206533114071417	1.8079115120125184	0.29558759708509663	0.419343407387456	1.9427173552312667	50.0	310.546051342787	30.292626143613806	0.002329454455960068	21.06737266693032
78	2e-07	1.1994015885050933	499.370665113505	10.999579852619982	1.0589048038003812	2.8894442559262523	3.7293099451259657	2.807612949621745	1.0001193212960593	2.4151886469939003	24.61679617442661	0.02915901184686776	2.4897910354058137	1.8815220110316249	0.29999618314290705	0.4094542672084708	1.9705562483914136	50.0	314.71502933885637	30.354192995553937	0.002265696119015088	20.677713566833837
79	2e-07	1.3826127785368627	496.91562197250926	9.470185272693463	1.044682758782157	2.906502216455068	4.043457496268503	2.723444148334864	0.9276853990277443	2.3367319243753193	23.789578669962502	0.03437018267153619	2.479026304263483	1.991466356079967	0.28382584037076264	0.44912784701465164	1.9414927954365064	50.0	326.8091540421938	30.365421826168014	0.0022485298803509965	21.837539775281336
80	2e-07	1.5143565182624152	466.25372794098115	9.178820021761934	1.0426344161477357	3.142529758408527	4.496124099683781	2.8228388531012976	0.7664099009856417	2.4214616710189545	23.356240555914365	0.029262373732448353	2.42214148044951	1.8955598969922989	0.308751132679346	0.4320535213170286	1.9026813321510319	50.0	313.41827230661056	30.330364145720054	0.0022891846953074554	22.58743044943336
81	2e-07	1.3141842563634571	476.1954251560438	10.565453725742271	1.0763656405718822	2.971739031398065	3.7883936129931626	2.8708719234574187	0.7449918262363636	2.4104266675376174	24.629965694863575	0.03669311557156763	2.530080972494705	2.0093799351750308	0.28706748934531967	0.4312500251822537	2.0063477513386143	50.0	313.57474198992173	30.312455426898612	0.002222508071344207	22.83480550734747
82	2e-07	1.3372463835516584	495.0385933442954	11.956941279942619	0.9902697790985522	3.080571600382816	3.860371575393189	2.8080814920347597	0.7462079220442672	2.1643827410528442	24.428853102397383	0.03185203463208455	2.3968128399901825	1.9045244768706322	0.28888565429217156	0.44177060402930257	1.9076714896788651	50.0	321.8000932649313	30.42111698790776	0.002151316527483239	21.159782932066854
83	2e-07	1.4972635632948996	489.32985933664986	12.049724322162012	1.0577339948831486	3.223665115881909	3.9420900392967995	2.8879942702759305	0.780543396648086	2.3807210446916596	24.537236274760563	0.03507444791712581	2.4174730236925033	2.06643270568622	0.2931216854530014	0.42667200884917866	1.9320176511529694	50.0	331.99594537471705	30.625453200470986	0.0022513297585222644	20.338750324047165
84	2e-07	1.3291228956002739	482.6970663359917	9.750542683837049	1.0852252508070648	2.9124702035814147	4.467280169097601	2.8564695644469102	0.751295289711835	2.423993072600902	23.885819127512452	0.02751238707310399	2.3221916907373803	1.7498170811410207	0.2926103501611048	0.41452149853287124	1.9546260498658636	50.0	311.83567061294093	30.262834511357507	0.0022832895238736285	21.779413960561822
85	2e-07	1.4497387718922286	458.276958108661	8.094744005378843	0.9935166917105603	2.9525859365812006	3.6190850942929877	3.0164459293163173	0.9932807137486652	2.4016031338748305	24.297682064862713	0.0308044038716494	2.3862009870913434	1.9192290605843911	0.2795867390271478	0.4335848003526497	1.941584537732928	50.0	314.89293758430216	30.292166491286665	0.0021815227959299808	23.616444425976876
86	2e-07	1.2109921563783965	499.5091562254775	12.732847730991784	0.9723918657298685	2.9009921305472433	3.7126892864906993	2.829721439757085	0.9134618787985567	2.4200855318598733	24.544948719233176	0.03410412217502659	2.533587194416727	2.012504610359631	0.2867435166471922	0.41860415187175504	1.9293025463861935	50.0	310.78094348506414	30.3230921422288	0.00216832038256916	19.681638480814613
87	2e-07	1.5939428535462554	479.44936621221194	10.378443668348124	0.9427109348592554	3.0706674870308364	4.306270057226139	2.815163411702122	0.7869390876042622	2.3306167395378163	23.7698427699284	0.03261592776958053	2.4595206486563153	2.0748364707112303	0.29047013258563414	0.43196910702153785	1.8567163273240705	50.0	327.6836729298281	30.477153653784352	0.002238927568627083	21.155237467036585
88	2e-07	1.3175220646258392	499.878665188923	16.879395940573374	1.0346754624850034	2.871256115808338	3.594872103485165	2.773364267319794	0.8491818091950825	2.4457112522637128	24.46117714460413	0.03759217171102366	2.453009227789219	1.8626893064499128	0.29538966149928364	0.44440940832653847	1.9083525194882054	50.0	319.79880001377563	30.407833965416476	0.002071539057517376	21.402934813502192
89	2e-07	1.2638431631554847	489.7549131362561	9.898900009796554	1.0323311861609448	2.9836814270799152	3.9126318995053366	2.8550402318402424	0.7972197921344907	2.350891515877818	24.222552829471287	0.031281249717331996	2.374634461390617	2.126539587644657	0.28565996187565856	0.43674492988208863	1.9504507515702159	50.0	311.9591408323714	30.24332603085618	0.002190049259540612	20.86655253361438
90	2e-07	1.1617028090345156	499.80712830872505	14.499241063832269	0.9583016462833154	2.8319155957727205	3.4528558859909713	2.740636679719552	0.8605822399907548	2.3423449888528616	24.696177514809435	0.033151898770074434	2.403256192355677	1.9285721383710832	0.2904174365490194	0.4513912088904846	1.9989493234472224	50.0	311.93456668109576	30.20502719505623	0.0021321983416761918	21.294748958595576
91	2e-07	1.2019872684809312	493.20081833780023	9.498577151000296	1.0262069653415022	2.946956445951466	3.436077730129651	2.7988249999628585	0.8365251331106068	2.4076394708893836	24.89037530683148	0.035200533882443506	2.4629714926516617	1.9637200921637237	0.2989823225187986	0.43634145661883	1.9628637099173896	50.0	314.73346539904617	30.366485430449266	0.0021791561747525165	23.21761801047061
92	2e-07	1.1897319200278829	498.61519579664116	12.362006373782886	0.9905215132514604	3.0220097770234067	4.039186578549522	2.7296943660160657	0.7414577281783394	2.302173799242401	23.968916347218652	0.03286604243781301	2.4989794967635364	1.9536419546187351	0.2844903962538297	0.4444070292034058	1.899997814013542	50.0	302.9563929685488	30.16907927863933	0.0021859018560467748	20.668804363057156
93	2e-07	1.2008083285957116	498.6441557823948	9.074688158361134	1.0373369397822276	3.04146312252252	4.014900156816677	2.6816919264592607	0.7911765079268928	2.311920019320154	24.308148403828092	0.03481994890930083	2.464747316492282	1.8527982607004585	0.28318871093958836	0.4405554143972464	2.009635429812095	50.0	317.05403211875927	30.280547466335285	0.0022434576788128596	22.916154050872848
94	2e-07	1.3417716372043742	494.9110418386569	11.79317100241188	0.9480597376301936	3.0136500011030156	4.00617083758525	2.9203147099395657	0.6967797836401243	2.311625358002956	24.42158795366629	0.031511943428909464	2.4307800832679907	1.8733413760614688	0.28358943465677394	0.42271028523539356	1.8302846244897208	50.0	316.3601598710271	30.385363984687377	0.002208945515065212	19.064517891857644
95	2e-07	1.7004871329773743	443.53802545034455	6.4731253959210955	1.0221375172121205	2.9126787075325384	4.076009678431322	2.931510265848129	0.9619917588754432	2.2936119662103147	23.448751392688454	0.028739464059711346	2.405126074752148	1.9081499792856564	0.3001844572541733	0.44196194075785067	1.8126426424524502	50.0	319.0057816394894	30.35527537835866	0.002232361440543619	24.95029653006103
96	2e-07	1.1840798470192382	494.1854629295084	9.489665005858228	0.949174812057446	2.9410829530137197	4.133173618268343	2.707135234687459	0.8144804741428923	2.3687546059120947	24.26585168824355	0.02717030487868803	2.4265625440730596	1.7667166275285748	0.28257764601360014	0.4296222258620988	2.0386459241305643	50.0	313.2271810219947	30.183331762390996	0.0022742863132753626	22.670845143995013
97	2e-07	1.4781313462047725	484.1003239292411	10.17403537549094	0.8882942357548115	2.924668725927355	3.9998574003034366	2.8365465511043224	0.8449593443176551	2.3632188708732085	24.657977102804505	0.027076318887913554	2.486072041781299	1.8837834522591765	0.28987034237883363	0.41933975952726005	1.9722902091719756	50.0	333.86006288043524	30.585177576638433	0.0022777633631345796	21.786680684861416
98	2e-07	1.4641643258500001	466.27148223097083	7.684219127678479	0.9964340215968078	2.9930038582394167	4.168159695800059	2.856043492756957	0.8288926264016798	2.4036111778697964	24.067191417045144	0.028868518713221374	2.479246609113126	1.9277968478890444	0.28952503156152576	0.4236515371465089	1.9310586307646542	50.0	318.94504369492677	30.347720238110576	0.002266989869949595	23.206767271160604
99	2e-07	1.9788719735859797	428.98625656255314	7.879757435287897	0.9705174289629153	3.025689807589452	4.077007942527352	2.8537407165130655	0.8597546771261653	2.4507210489630458	23.715885602544795	0.03470533156238644	2.448257211845673	2.0491085456685814	0.2923238584691295	0.4533129466371223	1.9565534851291762	50.0	334.4010162934227	30.491461045047007	0.002283693277617775	28.135948180023732
