# -----------------------------------
# SAS_MoCa Version 1.5.0
# Tue Apr 28 14:07:06 2026
# -----------------------------------
convergence:
thermo:	1
maxcount:	100000
conv_threshold:	4
neg_water_scale:	5
statistics:
scale_MAD_to_std:	False
hist_mincount:	10
# -----------------------------------
datafile:	./DMPC_50C_tmp_submission.dat
save-folder:	RES_DMPC-example
qrange:	[0.005, 0.6]
model:	LUV_DMPC
temperature-init:	40000
target-X2:	5
data-binning:	1
error-scale:	1
iterations:	100
processes:	24
plot-only:	False
state:	0
# -----------------------------------
# Probabilities of finding a quasimolecular group at a position z (Angstrom) (distance from the bilayer center).
# SLD column: SLD contrast (difference from suspension medium) as a function of z; unit Angstrom^-2.
# -----------------------------------
z	CH3	CH2	CG	PCN	Chol	BW	SLD
10.25024678101826	6.40171657159317e-07	0.7696263662297328	0.19151182851719928	0.01147514533534815	0.00657991462698309	0.020800360413918376	-1.122439899341463e-07
10.35073939651844	4.868812448829303e-07	0.757047034673326	0.20049080746549763	0.012490678462609756	0.007167668709986621	0.022796400386296017	-4.38542767011365e-08
10.45123201201862	3.693090141158871e-07	0.7441050990586773	0.20951690752462465	0.013578710108382628	0.007799165091148763	0.02499141821656641	2.611398893648869e-08
10.551724627518798	2.793811046809642e-07	0.7308122415154131	0.21855937185002314	0.014742653497848724	0.008476778346685138	0.02739866736674386	9.755296801220288e-08
10.652217243018978	2.1078728591835253e-07	0.7171816408113015	0.22758599883529718	0.01598591331343856	0.009202928867869246	0.03003130340079556	1.7034638277630108e-07
10.752709858519156	1.5861054346137996e-07	0.7032279455425822	0.23656331403386935	0.017311866829745868	0.009980075517089487	0.032902264383103036	2.443700682420731e-07
10.853202474019335	1.1903096485902434e-07	0.688967236662114	0.24545676090005267	0.018723843627708334	0.010810707425771442	0.03602414517978624	3.1949260219588704e-07
10.953695089519515	8.908982673726698e-08	0.6744169794170403	0.2542309090479843	0.02022510393020812	0.011697334918198264	0.039409066864374745	3.9557600854264877e-07
11.054187705019693	6.650227985433016e-08	0.6595959648726473	0.2628496784518917	0.0218188156175981	0.012642479551051283	0.04306854257336555	4.724765277133622e-07
11.154680320519873	4.950912075019615e-08	0.6445242413050002	0.2712765777482	0.023508029998743303	0.01364866326486499	0.04701334128738163	5.500454467780948e-07
11.25517293602005	3.6759885720208424e-08	0.629223035850268	0.2794749545538169	0.025295656430840186	0.014718396650527817	0.051253351126792926	6.281299809063148e-07
11.35566555152023	2.722095459096306e-08	0.6137146669018796	0.28740825549017746	0.027184435899377128	0.015854166341438172	0.05579744384382672	7.065741969171457e-07
11.45615816702041	2.0103552533175713e-08	0.5980224478463408	0.2950402934036693	0.029176913687940082	0.017058421549905733	0.0606533422636594	7.852199688829746e-07
11.556650782520588	1.480752677860402e-08	0.5821705828231617	0.30233551910401485	0.0312754112859565	0.018333559774832406	0.0658274924723338	8.639079551084182e-07
11.657143398020768	1.0877585455473834e-08	0.5661840552825859	0.3092592948067	0.03348199770068338	0.019681911716559728	0.07132494256758029	9.424785853175494e-07
11.757636013520946	7.969347060531201e-09	0.5500885101952996	0.31577816636681577	0.03579846035755844	0.021105725443970658	0.07714922977813235	1.020773046558347e-06
11.858128629021126	5.823086436642075e-09	0.5339101308398616	0.3218601313323222	0.03822627579020351	0.022607149868415027	0.08330227771686255	1.0986342561843458e-06
11.958621244521305	4.243497908750792e-09	0.5176755111551683	0.32747489982671046	0.04076658033764141	0.024188217588708306	0.08978430546243867	1.1759078103060845e-06
12.059113860021483	3.0841465603726415e-09	0.5014115246958796	0.3325941452956288	0.043420141081412324	0.02585082718124975	0.09659375006327167	1.2524428963230457e-06
12.159606475521663	2.2355597543372e-09	0.4851451912676696	0.33719174221976705	0.046187327268984814	0.027596725019122456	0.10372720392688344	1.328093158550157e-06
12.260099091021841	1.6161356746694227e-09	0.4689035423457816	0.34124398800694145	0.049068082481895876	0.029427486713772863	0.11117936839869676	1.402717506538363e-06
12.36059170652202	1.1652245091621207e-09	0.4527134863942806	0.3447298064289044	0.05206189781716892	0.031344498282416804	0.1189430246484588	1.4761808564494085e-06
12.4610843220222	8.378796920282844e-10	0.436601675204393	0.34763093016112256	0.055167786358496215	0.03334893715356528	0.12700902277241888	1.5483547967701588e-06
12.561576937522378	6.008886175978025e-10	0.42059437235834485	0.3499320602141367	0.058384259219208715	0.03544175313189523	0.13536628978798	1.6191181707281008e-06
12.662069553022558	4.29780344806637e-10	0.4047173249003703	0.35162100030989185	0.06170930344196369	0.03762364945198304	0.14400185694820877	1.6883575689800493e-06
12.762562168522736	3.065768672435118e-10	0.3889956392593987	0.3526887645517397	0.0651403620401709	0.039895064058053285	0.1529009065402664	1.755967727470927e-06
12.863054784022916	2.18108441099536e-10	0.37345366241887734	0.3531296570582036	0.068674316463278	0.04225615125375047	0.16204683805873277	1.8218518267767483e-06
12.963547399523096	1.547554045443896e-10	0.3581148692690177	0.35294132257308586	0.07230747176199918	0.04470676387189199	0.17142135336651304	1.88592169073128e-06
13.064040015023274	1.095114263664259e-10	0.34300175700628255	0.3521247674227268	0.07603554472029742	0.04724643611909687	0.18100456017730354	1.948097883663643e-06
13.164532630523453	7.728822009827811e-11	0.32813574736524714	0.3506843505594978	0.07985365520833834	0.049874367253983636	0.1907750929193404	2.00830970711747e-06
13.265025246023631	5.4401069232472226e-11	0.3135370973801975	0.34862774480306324	0.0837563209946935	0.05258940626019256	0.2007102497752413	2.066495098453723e-06
13.365517861523811	3.8189311175042496e-11	0.29922481927921646	0.34596586876161134	0.08773745623679562	0.05539003767671139	0.21078614444203528	2.1226004352317404e-06
13.46601047702399	2.6737233813378637e-11	0.28521661001345683	0.34271279027821233	0.09179037384607865	0.05827436874777589	0.22097787092354468	2.1765802506894465e-06
13.566503092524169	1.8669443916370322e-11	0.2715287908201418	0.33888560259693584	0.09590779189848724	0.06124011805290613	0.23125967945854203	2.2283968669786585e-06
13.666995708024348	1.3001293136770772e-11	0.25817625711107123	0.33450427477384387	0.10008184423224104	0.06428460577435617	0.24160516150650918	2.2780199540307653e-06
13.767488323524526	9.029879977601373e-12	0.2451724388704687	0.3295914781643245	0.1043040953430942	0.067404745754347	0.25198744156191794	2.3254260230100876e-06
